word,meaning,pronunciation,syllables,partOfSpeech,example
hotline,"핫라인, 긴급 직통 전화",,h-otl-in-e,noun,"'hotline'은 특정 문제에 대한 정보나 도움을 제공하기 위해 운영되는 직통 전화, 즉 '상담 전화'나 '긴급 전화'를 의미합니다."
hourly,"시간마다의; 시급으로",/ˈaʊ̯əli/,h-ourl-y,adverb,"'hourly'는 '매시간의'라는 의미의 형용사와, '한 시간마다'라는 의미의 부사로 쓰입니다. 'hourly wage'는 '시급'입니다."
housekeep,"살림하다",,h-ous-ek-eep,verb,"'housekeep'은 집안을 관리하고 돌보는 것, 즉 '살림하다'라는 의미의 동사입니다. 명사 'housekeeping'(살림)이 더 흔하게 쓰입니다."
housekeeper,"가정부, 가사도우미",/ˈhaʊskiːpə/,h-ous-ek-eep-er,noun,"'housekeeper'는 다른 사람의 집을 청소하고 관리하는 일을 하는 사람, 즉 '가정부'나 '가사도우미'를 의미합니다."
humidity,"습도",/hjuːˈmɪdɪti/,h-um-id-it-y,noun,"'humidity'는 공기 중에 포함된 수증기의 양, 즉 '습도'를 의미합니다."
hungry,"배고픈",/ˈhʌŋ.ɡɹi/,h-ungr-y,adjective,"'hungry'는 음식을 먹고 싶어 하는 상태, 즉 '배고픈'을 의미하는 가장 일반적인 형용사입니다."
hurricane,"허리케인",/ˈhʌɹɪkən/,h-urr-ic-an-e,noun,"'hurricane'은 대서양에서 발생하는 강력한 열대성 저기압, 즉 '허리케인'을 의미합니다. 태평양에서 발생하면 'typhoon'(태풍)이라고 부릅니다."
hygiene,"위생",/ˈhaɪˌdʒiːn/,h-yg-ien-e,noun,"'hygiene'은 건강을 유지하기 위해 청결을 지키는 실천, 즉 '위생'을 의미합니다. 'personal hygiene'은 '개인위생'입니다."
ice cream,"아이스크림",/ˌaɪsˈkɹiːm/,ic-e c-ream,noun,"'ice cream'은 우유나 크림을 얼려 만든 차가운 디저트, 즉 '아이스크림'을 의미합니다."
icy,"얼음 같은, 몹시 차가운",/ˈaɪsi/,ic-y,adjective,"'icy'는 길이나 표면이 '얼음으로 덮인' 상태나, 날씨나 사람이 '매우 차가운' 상태를 묘사하는 형용사입니다."
ideally,"이상적으로",/ʌɪˈdɪəli/,id-eall-y,adverb,"'ideally'는 가장 완벽하고 바람직한 상황을 가정하여 말할 때, 즉 '이상적으로는'이라는 의미로 사용되는 부사입니다."
identification,"신분증; 확인",/aɪˌdɛntɪfɪˈkeɪʃən/,id-ent-if-ic-at-ion,noun,"'identification'은 그 사람이 누구인지를 증명하는 공식적인 문서, 즉 '신분증'(줄여서 ID)을 의미하며, 무언가를 인식하고 '확인'하는 행위를 뜻하기도 합니다."
illogical,"비논리적인",,ill-og-ic-al,adjective,"'illogical'은 이치에 맞지 않고 상식적으로 이해하기 힘든, 즉 '비논리적인' 생각이나 주장을 묘사하는 형용사입니다."
immigration,"이민",/ɪmɪˈɡɹeɪʃn/,imm-igr-at-ion,noun,"'immigration'은 다른 나라로 영구적으로 거주하기 위해 들어오는 것, 즉 '(타국으로부터의) 이민'을 의미합니다. 반대말은 '(타국으로의) 이주'를 뜻하는 'emigration'입니다."
impact,"영향, 충격",,imp-act,noun,"'impact'는 어떤 것이 다른 것에 미치는 강한 '영향'이나 '효과'를 의미하며, 두 물체가 부딪히는 물리적인 '충돌'이나 '충격'을 뜻하기도 합니다."
impatient,"참을성 없는",/ɪmˈpeɪʃənt/,imp-at-ient,adjective,"'impatient'은 기다리거나 지체되는 것을 힘들어하고 쉽게 짜증을 내는, 즉 '참을성 없는' 성격을 묘사하는 형용사입니다."
imperative,"반드시 해야 하는, 긴요한",/ɪmˈpɛɹ.ə.tɪv/,imp-er-at-iv-e,adjective,"'imperative'는 어떤 일이 매우 중요하여 '반드시 해야 하는' 또는 '필수적인'이라는 의미를 가진 격식 있는 형용사입니다."
inappropriate,"부적절한",/ˌɪnəˈpɹəʊpɹi.ət/,in-appr-opr-iat-e,adjective,"'inappropriate'는 특정 상황이나 장소에 어울리지 않고 예의에 어긋나는, 즉 '부적절한' 말이나 행동을 묘사하는 형용사입니다."
inclusive,"포괄적인, 포함된",/ɪnˈkluːsɪv/,incl-us-iv-e,adjective,"'inclusive'는 특정 항목이 전체 가격이나 범위에 '포함된'이라는 의미와, 다양한 사람들을 차별 없이 '포용하는'이라는 의미로 사용됩니다."
incoming,"들어오는, 새로 온",,inc-om-ing,adjective,"'incoming'은 '들어오는'(예: incoming call - 수신 전화) 또는 조직에 '새로 부임한'이라는 의미를 가진 형용사입니다."
incomplete,"불완전한",/ɪn.kəm.ˈpliːt/,inc-ompl-et-e,adjective,"'incomplete'은 모든 부분이 갖추어지지 않아 '불완전한' 또는 '미완성의' 상태를 나타내는 형용사입니다."
inconvenience,"불편",/ɪnkənˈviːnɪəns/,inc-onv-en-ienc-e,noun,"'inconvenience'는 사소한 문제나 곤란함으로 인해 겪게 되는 '불편'을 의미하는 명사입니다."
incur,"(손실·비용 등을) 발생시키다, 초래하다",/ɪnˈkəː/,inc-ur,verb,"'incur'는 주로 좋지 않은 결과(비용, 손실, 비난 등)를 스스로에게 '가져오다' 또는 '초래하다'라는 의미의 격식 있는 동사입니다."
indicator,"지표",/ˈɪn.dɪ.ˌkeɪ.tə(ɹ)/,ind-ic-at-or,noun,"'indicator'는 특정 상황의 변화나 상태를 보여주는 '지표'나 '척도'를 의미합니다."
indirect,"간접적인",/ˌɪndaɪˈɹɛkt/,ind-ir-ect,adjective,"'indirect'는 직접적으로 관련되거나 표현되지 않고, 다른 것을 통해 연결되는 '간접적인' 관계나 방식을 나타내는 형용사입니다."
individually,"개별적으로, 각자",,ind-iv-id-uall-y,adverb,"'individually'는 그룹 전체가 아닌, 구성원 한 명 한 명에게 '개별적으로' 또는 '각자'라는 의미를 나타내는 부사입니다."
indoor,"실내의",/ˈɪndɔː/,ind-oor,adjective,"'indoor'는 건물 '안의' 또는 '실내에서 하는' 활동을 묘사하는 형용사입니다. 부사 'indoors'(실내에서)와 구분하여 사용해야 합니다."
induction,"유도; 취임",/ɪnˈdʌkʃən/,ind-uct-ion,noun,"'induction'은 특정 사례들로부터 일반적인 원리를 이끌어내는 '귀납법'이라는 의미와, 새로운 직책이나 조직에 사람을 정식으로 맞이하는 '취임(식)'이라는 의미로 사용됩니다."
inefficient,"비효율적인",/ɪnɪˈfɪʃənt/,in-eff-ic-ient,adjective,"'inefficient'은 시간, 노력, 비용 등을 낭비하며 원하는 결과를 잘 얻지 못하는, 즉 '비효율적인' 방식이나 사람을 묘사하는 형용사입니다."
inexpensive,"저렴한, 비싸지 않은",,in-exp-ens-iv-e,adjective,"'inexpensive'는 가격이 높지 않은, 즉 '저렴한' 또는 '비싸지 않은' 물건을 묘사하는 형용사입니다. 'cheap'보다 긍정적인 느낌을 줍니다."
inexperience,"경험 부족, 미숙함",,in-exp-er-ienc-e,noun,"'inexperience'는 특정 일에 대한 지식이나 기술이 부족한 상태, 즉 '경험 부족' 또는 '미숙함'을 의미하는 명사입니다."
