word,meaning,pronunciation,syllables,partOfSpeech,example
overtime,"초과 근무 (시간)",/ˈoʊvɚˌtaɪm/,ov-ert-im-e,noun,"'overtime'은 정해진 근무 시간을 넘어 추가로 일하는 것, 즉 '시간 외 근무'나 '야근'을 의미합니다. (work overtime - 초과 근무를 하다)"
overview,"개요, 개관",/ˈəʊvə(ɹ)ˌvjuː/,ov-erv-iew,noun,"'overview'는 어떤 주제나 상황에 대한 전반적인 내용을 간략하게 설명하는 것, 즉 '개요'나 '개관'을 의미합니다."
packet,"(종이·비닐로 된) 작은 포장",/ˈpak.ɪt/,p-ack-et,noun,"'packet'은 과자, 씨앗, 설탕 등을 담는 작은 종이나 비닐 봉지, 즉 '작은 포장'을 의미합니다."
pad,"패드, 덧대는 것",/pæd/,p-ad,noun,"'pad'는 보호, 충격 흡수, 모양 유지 등을 위해 덧대는 부드러운 물질인 '패드'를 의미하며, 글씨를 쓰는 '메모지 묶음'을 뜻하기도 합니다."
painter,"화가",/ˈpeɪntə/,p-aint-er,noun,"'painter'는 그림을 그리는 예술가, 즉 '화가'를 의미하며, 건물에 페인트를 칠하는 '도장공'을 뜻하기도 합니다."
pamphlet,"팸플릿, 소책자",/ˈpæmf.lɪt/,p-amphl-et,noun,"'pamphlet'는 특정 주제에 대한 정보나 광고를 담고 있는, 보통 표지가 없는 얇은 책자, 즉 '팸플릿'이나 '소책자'를 의미합니다."
pan,"팬 (납작한 냄비)",/pæn/,p-an,noun,"'pan'은 바닥이 넓고 평평하며 손잡이가 달린 주방 용기, 즉 음식을 볶거나 부칠 때 쓰는 '팬'을 의미합니다."
pant,"(숨을) 헐떡이다",/pænt/,p-ant,verb,"'pant'는 격렬한 운동 후나 더위 때문에 짧고 빠르게 숨을 쉬는 것, 즉 '헐떡이다'라는 의미의 동사입니다."
paperback,"페이퍼백 (종이 표지 책)",,p-ap-erb-ack,noun,"'paperback'은 두껍고 딱딱한 표지가 아닌, 부드러운 종이 표지로 제본된 책을 의미합니다. 'hardcover'(양장본)의 반대 개념입니다."
paperwork,"서류 작업",/ˈpeɪ.pɚ.wɚk/,p-ap-erw-ork,noun,"'paperwork'은 보고서 작성, 양식 기입 등 사무실에서 일상적으로 처리해야 하는 문서 관련 업무, 즉 '서류 작업'을 의미하는 셀 수 없는 명사입니다."
parade,"퍼레이드, 행진",/pəˈɹeɪd/,p-ar-ad-e,noun,"'parade'는 축제나 기념일에 거리를 따라 화려하게 줄지어 걷는 행사, 즉 '퍼레이드'나 '가두 행진'을 의미합니다."
paralegal,"법률 보조원",,p-ar-al-eg-al,noun,"'paralegal'은 변호사의 감독 하에 법률 관련 서류 작업이나 조사를 돕는 전문 직원, 즉 '법률 보조원'을 의미합니다."
paraphrase,"다른 말로 바꾸어 표현하다",,p-ar-aphr-as-e,verb,"'paraphrase'는 다른 사람이 한 말이나 쓴 글의 의미는 그대로 유지하면서, 더 이해하기 쉽도록 자신의 말로 '바꾸어 표현하다'라는 의미의 동사입니다."
parcel,"소포, 꾸러미",[ˈpʰaː.səɫ],p-arc-el,noun,"'parcel'은 우편으로 보내기 위해 포장한 물건, 즉 '소포'를 의미합니다. 'package'와 유사한 의미를 가집니다."
partial,"부분적인",/ˈpɑːʃəl/,p-art-ial,adjective,"'partial'은 전체가 아닌 '일부의' 또는 '부분적인'이라는 의미의 형용사입니다."
partially,"부분적으로",/ˈpɑːʃəli/,p-art-iall-y,adverb,"'partially'는 완전히는 아니고 '부분적으로' 또는 '어느 정도'라는 의미를 가진 부사입니다."
