word,meaning,pronunciation,syllables,partOfSpeech,example
institute,"기관, 협회; (제도를) 도입하다",/ˈɪnstɪt(j)uːt/,inst-it-ut-e,noun,"'institute'는 연구, 교육, 특정 전문 분야 등을 위한 '기관'이나 '협회'를 의미하는 명사와, 법률이나 제도를 공식적으로 '도입하다', '설립하다'라는 의미의 동사로 쓰입니다."
instruct,"지시하다, 가르치다",/ˌɪnˈstɹʌkt/,instr-uct,verb,"'instruct'는 누군가에게 무엇을 해야 할지 공식적으로 '지시하다' 또는 특정 기술이나 과목을 '가르치다'라는 의미의 동사입니다."
instructor,"강사, 교사",,instr-uct-or,noun,"'instructor'는 특정 기술이나 스포츠(예: 운전, 스키, 수영)를 가르치는 사람, 즉 '강사'를 의미하며, 대학의 '교수'를 뜻하기도 합니다."
insufficient,"불충분한",/ɪnsəˈfɪʃənt/,ins-uff-ic-ient,adjective,"'insufficient'은 필요한 양이나 정도에 미치지 못하는, 즉 '불충분한' 상태를 나타내는 형용사입니다. 'enough'의 반대 의미를 가진 격식 있는 표현입니다."
integral,"필수적인; 완전한",/ˈɪntɪɡɹəl/,int-egr-al,adjective,"'integral'은 전체를 구성하는 데 없어서는 안 될, 즉 '필수적인' 또는 '필不可缺한'이라는 의미의 형용사입니다. 수학에서는 '적분'을 의미합니다."
intently,"집중하여, 골똘히",/ɪnˈtɛntli/,int-entl-y,adverb,"'intently'는 다른 것에 신경 쓰지 않고 오직 한 가지에만 모든 주의를 기울이는 방식으로, 즉 '집중하여' 또는 '골똘히'라는 의미의 부사입니다."
interactive,"상호작용하는, 양방향의",/ɪntɚˈæktɪv/,int-er-act-iv-e,adjective,"'interactive'는 사용자가 정보를 단순히 받아들이는 것이 아니라 직접 참여하고 소통할 수 있는, 즉 '상호작용하는' 또는 '양방향의'라는 의미의 형용사입니다."
interfere,"방해하다, 간섭하다",/ˌɪntəˈfɪə/,int-erf-er-e,verb,"'interfere'는 다른 사람의 일에 원치 않게 끼어들어 '간섭하다' 또는 어떤 일이 진행되는 것을 '방해하다'라는 의미의 동사입니다. 'interfere with' 또는 'interfere in' 형태로 자주 쓰입니다."
intern,"인턴, 실습생",/ɪnˈtɜːn/,int-ern,noun,"'intern'은 주로 학생들이 졸업 전에 실무 경험을 쌓기 위해 회사나 기관에서 일정 기간 동안 일하는 사람, 즉 '인턴'이나 '실습생'을 의미합니다."
internationally,"국제적으로",,int-ern-at-ion-all-y,adverb,"'internationally'는 한 국가 내에서가 아니라 여러 다른 국가들과 관련되거나 그 사이에서 일어나는, 즉 '국제적으로'라는 의미의 부사입니다."
internet,"인터넷",/ˈɪntəˌnɛt/,int-ern-et,noun,"'internet'은 전 세계의 컴퓨터 네트워크를 연결하여 정보와 데이터를 교환할 수 있도록 하는 거대한 통신망, 즉 '인터넷'을 의미합니다."
internship,"인턴십, 실무 수습",/ˈɪntɝnʃɪp/,int-ernsh-ip,noun,"'internship'은 인턴(실습생)이 회사에서 일하며 실무 경험을 쌓는 기간이나 그 제도 자체, 즉 '인턴십'을 의미합니다."
interpreter,"통역사",/ɪnˈtɜːpɹɪtə/,int-erpr-et-er,noun,"'interpreter'는 서로 다른 언어를 사용하는 사람들 사이에서 실시간으로 말을 옮겨 의사소통을 돕는 사람, 즉 '통역사'를 의미합니다."
interrupt,"방해하다, 중단시키다",/ˌɪntəˈɹʌpt/,int-err-upt,verb,"'interrupt'는 다른 사람이 말하거나 행동하는 중간에 끼어들어 '방해하다' 또는 진행 중인 일을 일시적으로 '중단시키다'라는 의미의 동사입니다."
intersection,"교차로",/ˈɪntəɹˌsɛkʃən/,int-ers-ect-ion,noun,"'intersection'은 둘 이상의 도로가 서로 만나는 지점, 즉 '교차로'나 '사거리'를 의미합니다."
intonation,"억양",/ɪntɵˈneɪʃən/,int-on-at-ion,noun,"'intonation'은 말을 할 때 목소리의 높낮이가 변하는 방식, 즉 '억양'을 의미하며, 이를 통해 질문, 감탄, 평서문 등을 구분할 수 있습니다."
introductory,"소개의, 입문의",/ˌɪntrəˈdʌktəri/,intr-od-uct-or-y,adjective,"'introductory'는 어떤 주제에 대해 처음으로 소개하거나 기본적인 내용을 다루는, 즉 '입문의' 또는 '도입의'라는 의미를 가진 형용사입니다."
invaluable,"매우 귀중한",,inv-al-uabl-e,adjective,"'invaluable'은 값을 매길 수 없을 정도로 '매우 귀중한' 또는 '소중한'이라는 의미의 형용사입니다. 접두사 'in-'이 부정의 의미가 아니라 강조의 의미로 쓰인 특별한 경우입니다."
invention,"발명, 발명품",/ɪnˈvɛnʃən/,inv-ent-ion,noun,"'invention'은 이전에는 없었던 새로운 것을 만들어내는 행위인 '발명' 또는 그렇게 만들어진 '발명품'을 의미합니다."
inventory,"재고 (목록)",/ɪnˈvɛn.tə.ɹi/,inv-ent-or-y,noun,"'inventory'는 판매를 위해 보관 중인 상품, 즉 '재고' 또는 그 상품들의 상세한 '목록'을 의미합니다."
invoice,"송장, 청구서",/ˈɪnˌvɔɪs/,inv-oic-e,noun,"'invoice'는 판매자가 구매자에게 제공한 상품이나 서비스의 내역과 가격을 명시하여 대금 지급을 요청하는 공식적인 문서, 즉 '송장'이나 '청구서'를 의미합니다."
irregular,"불규칙적인",/ɪˈɹɛɡjəlɚ/,irr-eg-ul-ar,adjective,"'irregular'은 정해진 규칙이나 패턴을 따르지 않는, 즉 '불규칙적인' 상태를 나타내는 형용사입니다. (예: irregular verbs - 불규칙 동사)"
irrelevant,"관련 없는, 무관한",,irr-el-ev-ant,adjective,"'irrelevant'는 현재 논의 중인 주제와 직접적인 관계가 없는, 즉 '관련 없는' 또는 '무관한' 정보나 주장을 묘사하는 형용사입니다."
irritate,"짜증나게 하다",/ˈɪɹɪteɪt/,irr-it-at-e,verb,"'irritate'는 누군가를 반복적으로 성가시게 하여 '짜증나게 만들다'라는 의미의 동사입니다. 피부 등을 자극하여 '염증을 일으키다'라는 의미로도 쓰입니다."
itinerary,"여행 일정표",/aɪˈtɪnəɹi/,it-in-er-ar-y,noun,"'itinerary'는 여행 중 방문할 장소, 시간, 교통편, 숙소 등의 세부 계획을 순서대로 적어 놓은 '여행 일정표'를 의미합니다."
