word,meaning,pronunciation,syllables,partOfSpeech,example
evenly,"고르게, 균등하게",,ev-enl-y,adverb,"'evenly'는 표면이 울퉁불퉁하지 않게 '평평하게' 또는 여러 사람에게 양을 '균등하게' 나누어 주는 방식을 나타내는 부사입니다."
evident,"분명한, 명백한",/ˈɛ.vɪ.dənt/,ev-id-ent,adjective,"'evident'는 별다른 증거 없이도 쉽게 알 수 있을 정도로 '분명한' 또는 '명백한' 사실이나 상황을 묘사하는 형용사입니다."
excellence,"탁월함, 우수성",/ˈɛksələns/,exc-ell-enc-e,noun,"'excellence'는 어떤 분야에서 매우 뛰어난 품질이나 수준, 즉 '탁월함'이나 '우수성'을 의미하는 명사입니다."
exceptional,"매우 뛰어난, 예외적인",/ɪkˈsɛpʃənəl/,exc-ept-ion-al,adjective,"'exceptional'은 보통 수준을 훨씬 뛰어넘어 '매우 우수한' 또는 일반적인 경우와 다른 '예외적인' 상황을 묘사하는 형용사입니다."
excessive,"과도한, 지나친",/ɪkˈsɛsɪv/,exc-ess-iv-e,adjective,"'excessive'는 정상적이거나 합리적인 수준을 넘어선, 즉 '과도한' 또는 '지나친' 양이나 정도를 나타내는 형용사입니다."
exclusive,"독점적인; 고급의",/ɪkˈsklu.sɪv/,excl-us-iv-e,adjective,"'exclusive'는 특정 개인이나 그룹에게만 허용되는 '독점적인'이라는 의미와, 매우 비싸고 상류층을 위한 '고급의'라는 두 가지 주요 의미를 가집니다."
exclusively,"독점적으로, 오로지",/ɪkˈskluːsɪvli/,excl-us-iv-el-y,adverb,"'exclusively'는 다른 것은 제외하고 '오로지' 하나에만 국한됨을 강조하는 부사입니다."
excursion,"짧은 여행, 소풍",/ɛks.kɜː(ɹ).ʃən/,exc-urs-ion,noun,"'excursion'은 주로 단체로 당일이나 짧게 다녀오는 즐기기 위한 여행, 즉 '소풍'이나 '짧은 여행'을 의미합니다."
exemption,"면제",,ex-empt-ion,noun,"'exemption'은 의무나 책임, 규칙 등에서 특정 개인이나 집단을 제외해 주는 것, 즉 '면제'를 의미하는 명사입니다."
exit,"출구; 나가다",/ˈɛksɪt/,ex-it,noun,"'exit'는 건물이나 특정 장소에서 밖으로 나가는 문, 즉 '출구'를 의미하는 명사와, '나가다'라는 의미의 동사로 쓰입니다. 'entrance'(입구)의 반대말입니다."
exotic,"이국적인, 외래의",/ɪɡˈzɒtɪk/,ex-ot-ic,adjective,"'exotic'은 다른 나라에서 들어와서 매우 낯설고 신기한 느낌을 주는, 즉 '이국적인' 또는 '외래의'라는 의미의 형용사입니다."
expedite,"더 신속히 처리하다",/ˈɛk.spəˌdaɪt/,exp-ed-it-e,verb,"'expedite'는 어떤 과정이나 일의 진행 속도를 더 빠르게 만드는 것, 즉 '신속히 처리하다'라는 의미의 격식 있는 동사입니다."
expertise,"전문 지식",/ˌɛkspɚˈtiːs/,exp-ert-is-e,noun,"'expertise'는 특정 분야에 대해 오랫동안의 경험과 학습을 통해 얻은 깊이 있는 '전문 지식'이나 '기술'을 의미합니다."
expiration,"만료, 만기",/ˌɛk.spəˈɹeɪ.ʃən/,exp-ir-at-ion,noun,"'expiration'은 계약, 문서, 식품 등의 유효 기간이 끝나는 것, 즉 '만료' 또는 '만기'를 의미합니다."
expire,"만료되다, 만기가 되다",/ɛkˈspaɪ.ə(ɹ)/,exp-ir-e,verb,"'expire'는 계약이나 유효 기간이 끝나 효력을 잃게 되다, 즉 '만료되다'라는 의미의 동사입니다."
explanatory,"설명하기 위한",/ɛkˈsplanət(ə)ɹi/,expl-an-at-or-y,adjective,"'explanatory'는 어떤 것을 더 쉽게 이해할 수 있도록 '설명하는' 또는 '설명을 위한'이라는 의미를 가진 형용사입니다."
explorer,"탐험가",/ɛkˈsplɔːɹə(ɹ)/,expl-or-er,noun,"'explorer'는 새로운 장소나 미지의 세계를 찾아 여행하고 조사하는 사람, 즉 '탐험가'를 의미합니다."
extinguisher,"소화기",,ext-ing-uish-er,noun,"'extinguisher'는 불을 끄는 데 사용하는 기구, 즉 '소화기'(fire extinguisher)를 의미합니다."
fabric,"직물, 천",/ˈfæb.ɹɪk/,f-abr-ic,noun,"'fabric'은 옷이나 가구 등을 만드는 데 사용되는 '직물'이나 '천'을 의미합니다. 비유적으로 사회나 조직의 '구조'를 뜻하기도 합니다."
facilitate,"용이하게 하다, 촉진하다",/fəˈsɪləteɪt/,f-ac-il-it-at-e,verb,"'facilitate'는 어떤 과정이나 활동이 더 쉽고 원활하게 진행되도록 돕는 것, 즉 '용이하게 하다' 또는 '촉진하다'라는 의미의 격식 있는 동사입니다."
factual,"사실에 기반을 둔",/ˈfɛk(t)ʃɘl/,f-act-ual,adjective,"'factual'은 상상이나 의견이 아닌, 실제로 일어난 '사실에 기반을 둔' 정보를 묘사하는 형용사입니다."
faculty,"(대학의) 학부; 교수진",/ˈfæ.kəl.ti/,f-ac-ult-y,noun,"'faculty'는 대학교 내의 특정 학문 분야를 다루는 '학부'(예: Faculty of Law - 법학부)라는 의미와, 그곳에서 가르치는 모든 교수들, 즉 '교수진'을 의미합니다."
familiarity,"익숙함, 친숙함",/fəmɪlɪˈæɹɪti/,f-am-il-iar-it-y,noun,"'familiarity'는 어떤 대상에 대해 잘 알고 있어 '익숙한' 상태나, 사람들 사이의 '친밀함'을 의미하는 명사입니다."
familiarize,"익숙하게 하다",,f-am-il-iar-iz-e,verb,"'familiarize'는 어떤 것을 배우거나 경험하여 '익숙하게 만들다'라는 의미의 동사입니다. 주로 'familiarize oneself with' 형태로 '~에 익숙해지다'라고 쓰입니다."
fare,"(교통) 요금",/fɛə(ɹ)/,f-ar-e,noun,"'fare'는 버스, 기차, 비행기, 택시 등 대중교통을 이용할 때 내는 '요금'을 의미합니다."
farewell,"작별 (인사)",/fɛəˈwɛl/,f-ar-ew-ell,noun,"'farewell'은 오랫동안 떠나는 사람에게 하는 공식적인 '작별' 또는 '작별 인사'를 의미합니다. 'goodbye'보다 훨씬 격식 있고 문어적인 표현입니다."
fasten,"매다, 고정시키다",/ˈfɑːsn̩/,f-ast-en,verb,"'fasten'은 안전벨트를 '매다'거나, 단추를 '채우다'거나, 두 개의 물체를 단단히 '연결하여 고정시키다'라는 의미의 동사입니다."
fatigue,"피로",/fəˈtiːɡ/,f-at-ig-ue,noun,"'fatigue'는 정신적 또는 육체적 노력으로 인해 느끼는 극심한 '피로'나 '피곤함'을 의미하는 명사입니다."
faulty,"결함이 있는",/ˈfɔːlti/,f-ault-y,adjective,"'faulty'는 기계나 시스템이 제대로 작동하지 않거나, 논리 등에 '결함이 있는' 상태를 묘사하는 형용사입니다."
favorable,"호의적인, 유리한",,f-av-or-abl-e,adjective,"'favorable' 또는 'favourable'은 어떤 계획이나 사람에 대해 긍정적으로 생각하는 '호의적인' 태도나, 상황이 목적 달성에 '유리한' 경우를 묘사하는 형용사입니다."
fax,"팩스(를 보내다)",/fæks/,f-ax,noun,"'fax'는 전화선을 통해 문서나 그림의 사본을 보내는 기계 또는 그 기계로 보낸 문서인 '팩스'를 의미하며, '팩스를 보내다'라는 동사로도 쓰입니다."
