word,meaning,pronunciation,syllables,partOfSpeech,example
sew,"바느질하다",/səʊ/,s-ew,verb,"'sew'는 바늘과 실을 사용하여 옷감 등을 꿰매는 것, 즉 '바느질하다'라는 의미의 동사입니다."
sewer,"하수구, 하수도",/ˈs(j)uːə/,s-ew-er,noun,"'sewer'는 가정이나 도시에서 사용한 더러운 물을 처리장으로 보내는 지하 관로나 시설, 즉 '하수도'를 의미합니다."
sharply,"날카롭게; 급격히",/ʃɑːpli/,sh-arpl-y,adverb,"'sharply'는 '날카롭게' 비판하거나, 시선이 '날카롭게' 향하거나, 수치가 '급격히' 변동하는 등 다양한 상황에서 쓰이는 부사입니다."
shipment,"선적(물), 수송(품)",/ˈʃɪpmənt/,sh-ipm-ent,noun,"'shipment'는 배, 비행기, 트럭 등으로 대량의 물품을 보내는 행위인 '수송' 또는 그렇게 보내는 '화물'을 의미합니다."
shopper,"쇼핑객, 구매자",/ˈʃɔp.ə/,sh-opp-er,noun,"'shopper'는 상점에서 물건을 사는 사람, 즉 '쇼핑객'을 의미합니다."
shortage,"부족",,sh-ort-ag-e,noun,"'shortage'는 필요한 것보다 양이 모자란 상태, 즉 '부족'을 의미하는 명사입니다."
shorten,"줄이다, 짧게 하다",/ˈʃɔːtən/,sh-ort-en,verb,"'shorten'은 길이나 기간, 내용을 '더 짧게 만들다' 또는 '줄이다'라는 의미의 동사입니다."
shortly,"곧, 얼마 안 있어",/ʃɔːɹtli/,sh-ortl-y,adverb,"'shortly'는 지금으로부터 그리 멀지 않은 미래에, 즉 '곧' 또는 '얼마 안 있어'라는 의미의 부사입니다."
showroom,"전시장",/ˈʃoʊˌɹum/,sh-owr-oom,noun,"'showroom'은 자동차, 가구, 전자제품 등 회사의 주요 제품을 고객들이 직접 볼 수 있도록 진열해 놓은 공간, 즉 '전시장'을 의미합니다."
shuttle,"왕복 운행 버스/기차/비행기",,sh-uttl-e,noun,"'shuttle'은 공항, 호텔, 역 등 두 지점 사이를 정기적으로 짧게 오가는 교통수단(버스, 비행기 등)을 의미합니다."
