word,meaning,pronunciation,syllables,partOfSpeech,example
disgust,"혐오감, 역겨움",/dɪsˈɡʌst/,d-isg-ust,noun,"'disgust'는 매우 불쾌하거나 도덕적으로 옳지 않은 것에 대해 느끼는 강한 '혐오감'이나 '역겨움'을 의미하는 명사입니다."
dishwasher,"식기세척기",/ˈdɪʃˌwɒʃə/,d-ishw-ash-er,noun,"'dishwasher'는 접시, 그릇 등 식기를 자동으로 세척해주는 주방 가전제품인 '식기세척기'를 의미합니다."
dislike,"싫어하다",/dɪsˈlaɪk/,d-isl-ik-e,verb,"'dislike'는 어떤 사람이나 사물을 좋아하지 않고 '싫어하다'라는 의미의 동사입니다. 'hate'보다는 강도가 약한 표현입니다."
dispatch,"파견하다, 보내다",/dəˈspætʃ/,d-isp-atch,verb,"'dispatch'는 특정 임무를 위해 사람을 '파견하다' 또는 물건이나 편지를 특정 목적지로 '보내다', '발송하다'라는 의미의 동사입니다."
disposal,"처리, 처분",[dɪsˈpəʊzəɫ],d-isp-os-al,noun,"'disposal'은 쓰레기나 불필요한 물건을 없애는 '처리' 또는 '처분'을 의미합니다. 'at one's disposal'은 '~의 마음대로 사용할 수 있는'이라는 뜻의 중요한 숙어입니다."
dispose,"처리하다, 처분하다",/dɪˈspəʊz/,d-isp-os-e,verb,"'dispose'는 단독으로 쓰이기보다는 주로 'dispose of' 형태로 쓰여, 불필요한 것을 '처리하다' 또는 '없애다'라는 의미를 나타냅니다."
disrupt,"방해하다, 지장을 주다",/dɪsˈɹʌpt/,d-isr-upt,verb,"'disrupt'는 진행 중인 행사, 회의, 교통 흐름 등을 막거나 어지럽혀 '방해하다' 또는 '지장을 주다'라는 의미의 동사입니다."
disruption,"중단, 방해",/dɪsˈɹʌpʃən/,d-isr-upt-ion,noun,"'disruption'은 정상적인 흐름이나 활동이 방해받아 일시적으로 '중단'되는 상황을 의미하는 명사입니다."
dissatisfy,"불만족스럽게 하다",/dɪsˈsætɪsfaɪ/,d-iss-at-isf-y,verb,"'dissatisfy'는 누군가의 기대에 미치지 못하여 '불만족스럽게 하다'라는 의미의 동사입니다. 주로 수동태 'be dissatisfied with' 형태로 '~에 불만이다'라고 쓰입니다."
distract,"(주의를) 산만하게 하다",/dɪsˈtɹækt/,d-istr-act,verb,"'distract'는 소음이나 다른 볼거리 등으로 인해 하던 일에 집중하지 못하게 '주의를 산만하게 하다' 또는 '정신을 흩뜨리다'라는 의미의 동사입니다."
distraction,"주의를 산만하게 하는 것",/dɪsˈtɹækʃən/,d-istr-act-ion,noun,"'distraction'은 공부나 일에 집중하는 것을 방해하는 오락거리나 소음 등, '주의를 산만하게 하는 것'을 의미하는 명사입니다."
distractor,"오답 보기",,d-istr-act-or,noun,"'distractor'는 객관식 문제에서 정답이 아닌 다른 선택지, 즉 '오답 보기' 또는 '오답 선택지'를 의미하는 교육학 용어입니다."
distribution,"분배; 유통",/ˌdɪstɹəˈbjuːʃən/,d-istr-ib-ut-ion,noun,"'distribution'은 여러 사람에게 물건이나 정보를 나누어 주는 '분배'라는 의미와, 상품이 생산자로부터 소비자에게 전달되는 과정인 '유통'이라는 두 가지 주요 의미를 가집니다."
distributor,"유통업체, 배급사",,d-istr-ib-ut-or,noun,"'distributor'는 특정 지역에서 상품을 공급하고 판매하는 회사, 즉 '유통업체'나 영화 등을 배급하는 '배급사'를 의미합니다."
