word,meaning,pronunciation,syllables,partOfSpeech,example
prospective,We met several prospective clients last week.,prə-ˈspek-tiv,pro-spec-tive,"장래의, 유망한","'prospective'는 앞으로 특정 역할을 맡거나 고객이 될 가능성이 있는, 즉 '장래의' 또는 '잠재적인'이라는 의미의 형용사입니다. (예: prospective student - 예비 학생)"
prosperous,The country enjoyed a prosperous economy for years.,ˈprä-sp(ə-)rəs,pros-per-ous,"번영하는, 번창하는","'prosperous'는 경제적으로 성공하고 부유한, 즉 '번영하는' 또는 '번창하는' 개인, 국가, 시기 등을 묘사하는 형용사입니다."
protective,Wear protective clothing when handling chemicals.,prə-ˈtekt,pro-tect-ive,보호하는,"'protective'는 누군가나 무언가를 위험이나 손상으로부터 안전하게 지키려는, 즉 '보호하는' 성질이나 행동을 묘사하는 형용사입니다."
punctual,He is known for his punctual attendance at work.,ˈpəŋk-chə-wəl,punc-tu-al,시간을 잘 지키는,"'punctual'은 약속이나 정해진 시간을 어기지 않고 항상 제시간에 도착하거나 일을 마치는, 즉 '시간을 엄수하는' 성실한 태도를 묘사하는 형용사입니다."
qualified,Only qualified applicants will be interviewed.,ˈkwä-lə-ˌfīd,qual-i-fied,자격 있는,"'qualified'는 특정 직업이나 활동에 필요한 기술, 지식, 경험 등을 갖춘, 즉 '자격이 있는' 상태를 나타냅니다."
rare,This museum displays rare artifacts from ancient times.,ˈrer,rare,"드문, 희귀한",'rare'는 자주 일어나거나 발견되지 않아 '드문' 또는 '희귀한' 대상을 묘사하는 형용사입니다.
reasonable,We offer reasonable prices for all services.,ˈrēz-nə-bəl,rea-son-able,"합리적인, 적당한","'reasonable'은 논리적으로 타당하고 '합리적인' 생각이나, 가격 등이 너무 비싸지 않고 '적당한' 수준임을 나타냅니다."
recent,The company announced recent changes in policy.,ˈrē-sᵊnt,re-cent,최근의,"'recent'는 지금으로부터 멀지 않은 과거에 일어난, 즉 '최근의'라는 의미를 가진 형용사입니다."
record,The team achieved a record profit this quarter.,ri-ˈkȯrd,rec-ord,기록적인; 기록하다,"'record'는 이전의 어떤 것보다 더 높거나 낮은 수치를 나타내는 '기록적인'이라는 의미의 형용사와, 정보를 '기록하다'는 의미의 동사로 쓰입니다."
regular,We hold regular meetings every Monday.,ˈre-gyə-lər,reg-u-lar,규칙적인; 보통의,"'regular'는 일정한 간격을 두고 '규칙적으로' 일어나는 일이나, 특별하지 않은 '보통의', '일반적인' 것을 묘사합니다."
relevant,Please include all relevant information in your report.,ˈre-lə-vənt,rel-e-vant,관련 있는,"'relevant'는 현재 논의 중인 주제와 직접적인 관계가 있는, 즉 '관련된' 또는 '적절한'이라는 의미를 가진 형용사입니다."
reliable,We are looking for a reliable supplier for raw materials.,ri-ˈlī-ə-bəl,re-li-able,"믿을 수 있는, 신뢰할 수 있는",'reliable'은 약속을 잘 지키고 꾸준하여 '믿을 수 있는' 또는 '신뢰할 수 있는' 사람이나 사물을 묘사하는 형용사입니다.
remarkable,She made remarkable progress in a short time.,ri-ˈmär-kə-bəl,re-mark-able,"놀라운, 주목할 만한",'remarkable'은 매우 뛰어나거나 특별하여 '주목할 만한' 또는 '놀라운' 대상이나 성과를 묘사하는 형용사입니다.
renowned,He is a renowned author of modern fiction.,ri-ˈnau̇nd,re-nowned,명성 있는,'renowned'는 훌륭한 자질이나 업적으로 널리 알려져 '유명한' 또는 '명성 있는'이라는 의미의 형용사입니다. 'famous'보다 격식 있는 표현입니다.
respective,The managers returned to their respective offices.,ri-ˈspek-tiv,re-spec-tive,각각의,"'respective'는 둘 이상의 사람이나 사물에 대해 말할 때, 언급된 순서대로 '각자의', '각각의'라는 의미를 나타내는 형용사입니다."
rewarding,Teaching can be a rewarding career for many people.,ri-ˈwȯr-diŋ,re-ward-ing,보람 있는,'rewarding'은 힘들지만 만족감과 성취감을 주어 '보람 있는' 일이나 경험을 묘사하는 형용사입니다.
rigid,The company maintains a rigid structure of hierarchy.,ˈri-jəd,rig-id,엄격한; 융통성 없는,"'rigid'는 규칙이나 방식이 매우 '엄격하여' 바뀌기 어려운 상태나, 생각이나 태도가 '융통성 없는' 경우를 묘사합니다."
rigorous,The candidates went through a rigorous evaluation process.,ˈri-g(ə-)rəs,rig-or-ous,"엄격한, 철저한",'rigorous'는 규칙의 적용이나 검사 과정이 매우 '엄격하고 철저한' 상태를 나타내는 형용사입니다.
robust,We need a robust system to handle heavy traffic.,rō-ˈbəst,ro-bust,"튼튼한, 원기 왕성한","'robust'는 사람이나 시스템, 경제 등이 매우 '강건하고 튼튼한' 상태를 묘사하는 형용사입니다."
same,We received the same request from multiple clients.,ˈsām,same,똑같은,'same'은 두 개 이상의 대상이 모든 면에서 다르지 않고 '완전히 똑같다'는 것을 나타내는 형용사입니다.
screened,Only screened participants can enter the facility.,screened,screened,"심사받은, 선별된",'screened'는 특정 기준에 따라 적합성 여부를 '심사받은' 또는 '선별된' 상태를 나타냅니다.
separate,We keep separate accounts for each department.,ˈse-pə-ˌrāt,sep-a-rate,"분리된, 별개의",'separate'는 다른 것과 연결되거나 섞이지 않고 '분리된' 또는 '별개의'라는 의미의 형용사입니다. 동사로는 '분리하다'는 뜻입니다.
significant,There was a significant improvement in performance.,sig-ˈni-fi-kənt,sig-nif-i-cant,중요한; 상당한,"'significant'은 어떤 일에 큰 영향을 미칠 정도로 '중요한'이라는 의미와, 양이나 정도가 '상당한'이라는 두 가지 주요 의미를 가집니다."
similar,They offer similar services at a lower cost.,ˈsi-mə-lər,sim-i-lar,비슷한,"'similar'는 완전히 똑같지는 않지만 많은 공통점을 가진, 즉 '유사한' 또는 '비슷한' 관계를 나타내는 형용사입니다."
sincere,Please accept my sincere apology for the delay.,sin-ˈsir,sin-cere,"진실한, 진심 어린",'sincere'는 꾸밈이나 거짓이 없는 '진실된' 감정이나 태도를 묘사하는 형용사입니다.
skilled,The factory needs skilled technicians for maintenance.,ˈskild,skilled,숙련된,"'skilled'는 많은 훈련과 경험을 통해 특정 기술에 '능숙한', '숙련된' 상태를 나타내는 형용사입니다."
solar,The house uses solar energy for heating.,ˈsō-lər,so-lar,태양의,'solar'는 '태양의' 또는 '태양 에너지를 이용하는'이라는 의미를 가진 형용사입니다. (예: solar system - 태양계)
solid,We have a solid plan for next year’s expansion.,ˈsä-ləd,sol-id,단단한; 견실한,"'solid'는 속이 비지 않고 '단단한' 물리적 상태와, 내용이 매우 '알찬', '믿을 수 있는'이라는 추상적인 의미로 모두 사용됩니다."
spacious,They moved into a spacious apartment downtown.,ˈspā-shəs,spa-cious,넓은,"'spacious'는 방, 집, 공간 등이 매우 '넓어서 쾌적한' 상태를 묘사하는 형용사입니다."
specific,Please provide specific details about the issue.,spi-ˈsi-fik,spe-cif-ic,"구체적인, 특정한",'specific'은 일반적이거나 모호하지 않고 '구체적인' 또는 '특정한' 대상을 가리키는 형용사입니다.
state-of-the-art,The company uses state-of-the-art equipment.,state-of-the-art,state-of-the-art,"최첨단의, 최신식의","'state-of-the-art'는 현재까지 개발된 기술 중 가장 높은 수준의, 즉 '최첨단의' 또는 '최신식의'라는 의미를 가진 형용사입니다."
stationary,Please place the stationary objects on the shelf.,ˈstā-shə-ˌner-ē,sta-tion-ary,"움직이지 않는, 고정된",'stationary'는 한 장소에 '움직이지 않고' 머물러 있는 '고정된' 상태를 나타냅니다. '문구류'를 뜻하는 'stationery'와 철자가 비슷하여 주의해야 합니다.
steady,He made steady progress throughout the training.,ˈste-dē,steady,"꾸준한, 안정된",'steady'는 큰 변화나 흔들림 없이 '꾸준하고 안정적인' 상태나 속도를 묘사하는 형용사입니다.
strict,We follow strict rules about data protection.,ˈstrikt,strict,엄격한,'strict'는 규칙이나 규율을 매우 엄하게 적용하고 예외를 허용하지 않는 '엄격한' 태도를 묘사하는 형용사입니다.
subject,All employees are subject training to safety training.,ˈsəb-jikt,sub-ject,~의 영향을 받기 쉬운; ~에 따라,"'subject'는 'be subject to ~'의 형태로 쓰여, 어떤 규칙이나 조건의 '지배를 받거나' 또는 어떤 일의 '영향을 받기 쉬운' 상태를 나타냅니다."
subsequent,The subsequent events confirmed our decision.,ˈsəb-si-kwənt,sub-se-quent,그 다음의,"'subsequent'는 시간이나 순서상 어떤 일 다음에 일어나는, 즉 '그 후의', '다음의'라는 의미를 가진 격식 있는 단어입니다."
sufficient,The company has sufficient funds for expansion.,sə-ˈfi-shənt,suf-fi-cient,충분한,'sufficient'은 어떤 목적이나 필요를 충족시키기에 '충분한' 양이나 정도를 나타내는 형용사입니다. 'enough'와 유사한 의미입니다.
superior,Our product quality is superior standard to competitors.,su̇-ˈpir-ē-ər,su-pe-ri-or,"우수한, 상급의","'superior'는 다른 것보다 품질이나 수준이 더 높은 '우수한' 상태나, 지위가 더 높은 '상급의' 위치를 나타내는 형용사입니다. 'be superior to'는 '~보다 우수하다'는 의미입니다."
surrounding,The surrounding area is known for its natural beauty.,sə-ˈrau̇nd,sur-round-ing,주변의,"'surrounding'은 어떤 것의 주위에 있는, 즉 '인근의', '주변의'라는 의미를 가진 형용사입니다."
tentative,We made a tentative plan for next month’s schedule.,ˈten-tə-tiv,ten-ta-tive,"잠정적인, 임시의","'tentative'는 아직 확정되지 않아 변경될 가능성이 있는, 즉 '잠정적인' 또는 '임시의'라는 의미의 형용사입니다."
traditional,The restaurant serves traditional dishes from Korea.,trə-ˈdi-sh(ə-)nəl,tra-di-tion-al,전통적인,"'traditional'은 오래전부터 이어져 내려오는 방식이나 신념, 즉 '전통의' 또는 '전통적인'이라는 의미의 형용사입니다."
tremendous,The company made a tremendous effort to reduce costs.,tri-ˈmen-dəs,tre-men-dous,"엄청난, 굉장한","'tremendous'는 양, 크기, 정도 등이 '엄청나게 큰' 또는 '굉장히 좋은'이라는 긍정적인 의미를 강조할 때 사용하는 형용사입니다."
unanimous,The board reached a unanimous decision on the proposal.,yu̇-ˈna-nə-məs,unan-i-mous,만장일치의,"'unanimous'는 모든 관련자들이 완전히 동의하는, 즉 '만장일치의'라는 의미의 형용사입니다."
unforeseen,We faced unforeseen difficulties during construction.,ˌən-fȯr-ˈsēn,un-fore-seen,예측하지 못한,"'unforeseen'은 미리 예상하거나 내다볼 수 없었던, 즉 '예기치 않은' 사건이나 문제를 묘사하는 형용사입니다."
unique,She has a unique style of teaching.,yu̇-ˈnēk,unique,"독특한, 유일한",'unique'는 다른 어떤 것과도 같지 않고 '유일무이한' 또는 매우 특별하고 '독특한'이라는 의미의 형용사입니다.
unprecedented,The company achieved unprecedented success last year.,ˌən-ˈpre-sə-ˌden-təd,un-prec-e-dent-ed,전례 없는,"'unprecedented'는 과거에는 한 번도 일어난 적이 없는, 즉 '전례 없는' 또는 '유례없는' 사건이나 상황을 묘사하는 형용사입니다."
urban,The city is developing new urban areas for housing.,ˈər-bən,ur-ban,도시의,'urban'은 '도시의' 또는 '도시에 사는'이라는 의미를 가진 형용사입니다. 'rural'(시골의)의 반대말입니다.
urgent,Please respond to this urgent request immediately.,ˈɜːdʒənt,ur-gent,긴급한,"'urgent'는 즉각적인 관심이나 조치가 필요한, 즉 '긴급한' 또는 '시급한' 상황을 나타내는 형용사입니다."
vacant,There are several vacant positions in the department.,ˈvā-kənt,va-cant,비어 있는,"'vacant'은 집, 방, 좌석, 일자리 등이 아무도 사용하거나 차지하고 있지 않은, 즉 '비어 있는' 상태를 나타내는 형용사입니다."
valid,Please show a valid ID at the entrance.,ˈva-ləd,val-id,유효한; 타당한,"'valid'는 계약, 표, 문서 등이 법적으로나 공식적으로 '효력이 있는', '유효한' 상태를 의미하며, 이유나 주장이 논리적으로 '타당한' 경우에도 사용됩니다."
valued,She is one of our most valued employees.,ˈval-(ˌ)yüd,val-ued,"소중한, 귀중한","'valued'는 매우 중요하고 높이 평가받는, 즉 '소중한' 또는 '귀중한' 사람이나 사물을 묘사하는 형용사입니다."
versatile,He is a versatile musician who plays many instruments.,ˈvər-sə-tᵊl,ver-sa-tile,"다재다능한, 다용도의","'versatile'은 사람이 여러 다른 기술이나 분야에 '능숙한', '다재다능한'이라는 의미와, 사물이 여러 다른 목적으로 사용될 수 있는 '다용도의'라는 의미로 모두 사용됩니다."
vulnerable,Young children are vulnerable groups in emergencies.,ˈvəl-n(ə-)rə-bəl,vul-ner-a-ble,취약한,"'vulnerable'은 신체적 또는 정신적으로 상처받기 쉽거나 공격받기 쉬운, 즉 '취약한' 상태를 나타내는 형용사입니다."
