word,meaning,pronunciation,syllables,partOfSpeech,example
narrow,They narrowed the list. / The gap narrowed.,ˈner-(ˌ)ō,nar-row,타/자동 모두 가능.,"narrow'는 (형용사) '폭이' '좁다'는 '의미' '외'에, ('narrow' 'down' '형태'로) (선택의' '폭'을) '줄'이거나 '좁힌다'는 '의미'의 '동사'로도 '자주' '쓰'입니다.\r\n We have narrowed down the list of candidates to three people."
near,The project nears completion.,ˈnir,near,타/자동 모두 가능. 전치사 아님!,near'는 (시간이나) '거리'상으로 '가까운' '위치'에 '있음'을 '나타내는' '전치사' '또는' '부사'입니다.\r\n The hotel is conveniently located near the convention center.
neglect,She neglected to send the email.,ni-ˈglekt,ne-lect,타동사. to부정사 구조 가능.,"neglect'는 (해야' '할' '일'이나 '의무', '돌봄' '등'을) '충분한' '주의'를 '기울'이지 '않고' '방치'하거나 '소홀히' '한다'는 '의미'의 '동사'입니다.\r\n The report showed that the company had neglected safety regulations."
nominate,She was nominated for an award.,ˈnä-mə-ˌnāt,nom-i-nate,수동형 자주.,nominate'는 (상이나) '직책'의 '후보'로 (특정' '인물'을) '공식적'으로 '추천'하거나 '지명한다'는 '의미'의 '동사'입니다.\r\n Ms. Chen was nominated for the 'Best Manager' award.
note,Please note that the office will close early.,ˈnōt,note,타동사. that절 가능.,note'는 (중요한' '정보'를) '특별히' '인지'하거나 '주목'한다는 '의미'의 '동사'입니다.\r\n Please note that our business hours will change next month.
notice,Did you notice the error?,ˈnō-təs,no-tice,타동사. 수동형 가능.,notice'는 (사전' '경고'나 '알림'을 '의미'하는) '공식적'인 '통보'(특히' '사직' '통보)를 '의미'하는 '명사'입니다.\r\n Employees must give two weeks' notice before leaving the company.
notify,We notified customers of the change.,ˈnō-tə-ˌfī,no-ti-fy,사람+of/about 구조.,notify'는 (누군가에게) (중요한' '사실'이나 '정보'를) '공식적'으로 '알리'거나 '통지'한다는 '의미'의 '동사'입니다. (inform보다' '격식' '있음)\r\n We will notify all applicants of the results by email.
observe,We observed a strange phenomenon.,əb-ˈzərv,ob-serve,타동사. 수동 가능.,"observe'는 (법률, 규칙, 관습 등을) '따르거나' '지킨다'는 의미의 동사입니다.\r\n All employees must observe the company's safety regulations."
obtain,She obtained permission from the manager.,əb-ˈtān,ob-tain,타동사. from + 출처.,"obtain'은 (계획된 행동이나 노력을 통해) (필요한 정보, 허가, 물건 등을) '얻거나' '획득한다'는 의미의 동사입니다.\r\n You can obtain further information by visiting our website."
occupy,The hotel occupies the entire building.,ˈä-kyə-ˌpī,oc-cu-py,타동사. 수동형 가능.,"occupy'는 (공간이나 시간을) '차지하다'는 의미 외에, (특정 직책이나 직위)를 '맡고 있다'는 의미로도 쓰이는 동사입니다.\r\n Ms. Danes will occupy the position of Chief Financial Officer."
offer,They offered him a job. / She offered to help.,ˈȯ-fər,of-fer,3·4·to부정사형 모두 가능.,offer'는 (어떤 것을) '주겠다고' '제시'하거나 '제안한다'는 의미의 동사입니다. (제공된 '제물로 바치다'는 뜻은 토익에서 거의 쓰이지 않습니다.)\r\n We are pleased to offer you the position at our company.
operate,The machine operates automatically. / She operates a restaurant.,ˈä-pə-ˌrāt,op-er-ate,자동/타동 모두 가능. 문맥 따라 구분.,"operate'는 (기계나 시스템이) '작동하게' '하거나', (사업체를) '운영한다'는 의미의 동사입니다.\r\n You must be trained before you can operate this machinery."
organize,They organized a charity event.,ˈȯr-gə-ˌnīz,or-ga-nize,타동사. 수동형 자주.,organize'는 (여러 요소들을) '체계적'으로 '통합'하거나 (행사 등을) '준비'하고 '기획한다'는 의미의 동사입니다.\r\n Ms. Kim is responsible for organizing the annual company banquet.
outline,The report outlines the main ideas.,ˈau̇t-ˌlīn,out-line,타동사. 명사형도 빈출.,outline'은 (명사) (어떤 것의) '주요' '내용'을 '간략'하게 '보여주는' '개요'나 '윤곽'을 '의미'합니다.\r\n The manager provided a brief outline of the new marketing plan.
outweigh,The benefits outweigh the risks.,ˌau̇t-ˈwā,out-weigh,타동사. 전치사 불필요.,"outweigh'는 (가치, 중요성, 무게 면에서) (다른 어떤 것보다) '더' '크거나' '뛰어나다'는 '의미'의 '동사'입니다.\r\n The benefits of this merger far outweigh the risks."
overlook,He overlooked the error.,ˌō-vər-ˈlu̇k,over-look,타동사. 수동형 가능.,"overlook'는 (검토하다)는 뜻도 있지만, (중요한 것을) '보지' '못하고' '넘어가거나' '무시한다'는 '의미'의 '동사'로 '자주' '쓰'입니다.\r\n We cannot overlook the importance of customer feedback."
oversee,She oversees the production process.,ˌō-vər-ˈsē,over-see,타동사. see와 달리 전치사 없음.,oversee'는 (일이나' '과정' '전반'이) '제대로' '진행'되도록 '지켜보고' '관리'·'감독'한다는 '의미'의 '동사'입니다.\r\n The project manager will oversee the entire construction process.
participate,Many students participated in the project.,pär-ˈti-sə-ˌpāt,par-tic-i-pate,자동사 + in. 수동형 불가.,participate'는 (어떤' '활동'이나 '행사'의) '일원'이 '되어' '함께' '참여'한다는 '의미'의 '동사'입니다.\r\n All employees are encouraged to participate in the wellness program.
pay off,His efforts paid off. / She paid off her debt.,ˈpā-ˌȯf,pay-off,자동/타동 모두 가능. 관용 표현.,"payoff'는 (명사) (노력이나' '투자'에 '따른) '성공'적인 '결과'나 '보상', '이익'을 '의미'합니다.\r\n The long hours of research finally had a big payoff."
pick up,I’ll pick up the package later.,ˈpik-ˌəp,pick-up,타동사. 관용적으로 “배우다” 의미도.,"pick-up'은 (명사) (주문한' '물건'이나 '사람'을) '차'에 '태우거나' '가져가는' '행위', '즉' '수령'을 '의미'합니다.\r\n Curbside pick-up is available for all online orders."
place,Please place the order online.,ˈplās,place,타동사. on/in 전치사 자주.,"place'는 (명사) '장소'라는 '뜻' '외'에, (동사) (주문, '전화' '등을) '특정' '상태'에 '두다', '즉' '(주문을) '하다'라는 '의미'로 '자주' '쓰'입니다.\r\n You can place an order on our website 24 hours a day."
pose,The problem poses a challenge.,ˈpōz,pose,타동사. ‘문제·위험’을 목적어로.,"pose'는 (자세를' '취하다)라는 '뜻' '외'에, (위협, '문제', '질문' '등'을) '야기'하거나 '제기한다'는 '의미'의 '동사'입니다.\r\n The new regulations pose a significant challenge to our industry."
postpone,They postponed the meeting.,pōst-ˈpōn,post-pone,타동사. to부정사 X(-ing만 가능).,postpone'은 (예정되었던' '일'이나 '행사'를) '나중'으로 '미루거나' '연기한다'는 '의미'의 '동사'입니다.\r\n The meeting has been postponed until next Friday.
possess,The house possesses historical value.,pə-ˈzes,pos-sess,타동사. 수동형 거의 없음.,"possess'는 (재산' '등'을) '법적'으로 '소유하다'는 '뜻' '외'에, (자질, '기술', '능력' '등'을) '지니고' '있거나' '보유한다'는 '의미'로 '자주' '쓰'입니다.\r\n Candidates must possess excellent communication and leadership skills."
