word,meaning,pronunciation,syllables,partOfSpeech,example
spacious,"넓은",/ˈspeɪʃəs/,sp-ac-ious,adjective,"'spacious'는 방, 집, 공간 등이 매우 '넓어서 쾌적한' 상태를 묘사하는 형용사입니다."
spam,"스팸 메일",/ˈspæm/,sp-am,noun,"'spam'은 수신자가 원하지 않는데도 불특정 다수에게 대량으로 발송되는 광고성 이메일, 즉 '스팸 메일'을 의미합니다."
specially,"특별히, 특히",/ˈspɛʃəli/,sp-ec-iall-y,adverb,"'specially'는 특정 목적이나 사람을 위해 '특별히'라는 의미로 사용되며, 'especially'(특히)와 혼용되기도 하지만, '특별히 제작되거나 고안된' 경우에 더 자주 쓰입니다."
specialty,"전문 분야; 명물",/ˈspɛʃəlti/,sp-ec-ialt-y,noun,"'specialty'는 어떤 사람이 특별히 잘하거나 전문적으로 다루는 분야, 즉 '전공'이나 '전문 분야'를 의미하며, 특정 지역이나 식당에서 유명한 '특산품'이나 '대표 요리'를 뜻하기도 합니다."
specification,"(상세한) 설명서, 사양",,sp-ec-if-ic-at-ion,noun,"'specification'은 제품, 기계, 건물 등을 만드는 데 필요한 치수, 재료, 성능 등에 대한 자세한 설명, 즉 '설계 명세서'나 '사양'을 의미하며, 보통 복수형 'specifications'로 쓰입니다."
spectator,"(스포츠 경기의) 관중",/spɛkˈteɪtə/,sp-ect-at-or,noun,"'spectator'는 경기장에서 스포츠 경기를 직접 관람하는 사람, 즉 '관중'을 의미합니다."
spill,"엎지르다",/spɪl/,sp-ill,verb,"'spill'은 실수로 액체를 용기 밖으로 '쏟다' 또는 '엎지르다'라는 의미의 동사입니다."
spite,"악의, 앙심",/spaɪt/,sp-it-e,noun,"'spite'는 다른 사람을 일부러 괴롭히거나 화나게 하려는 나쁜 마음, 즉 '악의'나 '앙심'을 의미합니다. 'in spite of'는 '~에도 불구하고'라는 뜻의 중요한 숙어입니다."
spokesperson,"대변인",,sp-ok-esp-ers-on,noun,"'spokesperson'은 특정 단체나 기관의 공식적인 입장을 대신하여 발표하는 사람, 즉 '대변인'을 성별에 관계없이 부르는 중립적인 단어입니다."
spouse,"배우자",/spaʊs/,sp-ous-e,noun,"'spouse'는 남편이나 아내, 즉 '배우자'를 의미하는 격식 있는 단어입니다."
spray,"스프레이, 분무기; 뿌리다",/spɹeɪ/,spr-ay,noun,"'spray'는 액체를 안개처럼 작은 입자로 뿌리는 장치인 '분무기'를 의미하는 명사와, 액체를 '뿌리다'라는 의미의 동사로 쓰입니다."
spreadsheet,"스프레드시트",,spr-eadsh-eet,noun,"'spreadsheet'는 행과 열로 이루어진 표에 데이터를 입력하고 계산, 분석, 정렬 등의 작업을 할 수 있는 컴퓨터 프로그램, 즉 '스프레드시트'를 의미합니다."
