word,meaning,pronunciation,syllables,partOfSpeech,example
innovative,"혁신적인",ˈi-nə-ˌvā-tiv,in-no-va-tive,adjective,"'innovative'는 기존의 방식에서 벗어나 새롭고 독창적인 아이디어나 기술을 도입하는, 즉 '혁신적인'이라는 의미의 형용사입니다."
intensive,"집중적인",in-ˈten(t)-siv,in-ten-sive,adjective,"'intensive'는 짧은 시간 안에 많은 노력이나 활동을 쏟아붓는, 즉 '집중적인' 또는 '집약적인'이라는 의미의 형용사입니다."
invaluable,"매우 귀중한",(ˌ)in-ˈval-yə-bəl,in-valu-able,adjective,"'invaluable'은 값을 매길 수 없을 정도로 '매우 귀중한' 또는 '소중한'이라는 의미의 형용사입니다. 접두사 'in-'이 부정의 의미가 아니라 강조의 의미로 쓰인 특별한 경우입니다."
invigorated,"활력을 되찾은",in-ˈvi-gə-ˌrāt,in-vig-o-rat-ed,adjective,"'invigorated'는 기운이나 활력을 되찾아 '생기가 넘치는' 상태를 묘사하는 형용사입니다."
joint,"공동의; 관절",ˈjȯint,joint,adjective,"'joint'는 둘 이상의 사람이나 그룹이 함께하는 '공동의'라는 의미의 형용사와, 뼈와 뼈가 만나는 '관절'이라는 의미의 명사로 쓰입니다."
key,"핵심적인, 중요한",ˈkē,key,adjective,"'key'는 문제 해결이나 성공에 있어 가장 '핵심적인' 또는 '중요한' 역할을 하는 것을 묘사하는 형용사입니다. 명사로는 '열쇠'를 의미합니다."
large-scale,"대규모의",,large-scale,adjective,"'large-scale'은 많은 사람이나 자원이 동원되거나 넓은 지역에 걸쳐 이루어지는, 즉 '대규모의'라는 의미를 가진 형용사입니다."
latest,"최신의",ˈlā-təst,lat-est,adjective,"'latest'는 'late'의 최상급으로, 시간상 가장 최근의, 즉 '최신의'라는 의미를 가집니다."
legal,"법률의, 합법적인",ˈlē-gəl,le-gal,adjective,"'legal'은 법과 관련된 '법률의'라는 의미와, 법으로 허용되는 '합법적인'이라는 두 가지 의미를 가집니다."
legible,"읽기 쉬운, 또렷한",ˈle-jə-bəl,leg-i-ble,adjective,"'legible'은 글씨가 명확하여 '읽기 쉬운' 또는 '알아볼 수 있는' 상태를 묘사하는 형용사입니다."
lenient,"관대한",ˈlē-nē-ənt,le-nient,adjective,"'lenient'는 처벌이나 규칙 적용에 있어 너그럽고 '관대한' 태도를 묘사하는 형용사입니다."
likely,"~할 것 같은, ~할 가능성이 있는",ˈlī-klē,like-ly,adjective,"'likely'는 어떤 일이 일어날 '가능성이 높은' 상태를 나타냅니다. 'be likely to do ~' 형태로 '~할 것 같다'라고 쓰입니다."
limited,"제한된",ˈli-mə-təd,lim-it-ed,adjective,"'limited'는 수, 양, 범위 등이 정해져 있어 '한정된' 또는 '제한적인' 상태를 나타내는 형용사입니다."
local,"지역의, 현지의",ˈlō-kəl,lo-cal,adjective,"'local'은 자신이 살고 있거나 현재 이야기하고 있는 특정 '지역의' 또는 '현지의'라는 의미를 가진 형용사입니다."
long-standing,"오래된",ˈlȯŋ-ˈstan-diŋ,long-stand-ing,adjective,"'long-standing'은 오랜 기간 동안 계속되어 온 관계, 문제, 전통 등을 묘사하는 형용사입니다."
long-time,"오랜 시간 동안의",ˈlȯŋ-ˈtīm,long-time,adjective,"'long-time'은 오랜 기간 동안 어떤 관계나 상태가 지속되어 왔음을 나타내는 형용사입니다. (예: long-time friend - 오랜 친구)"
loyal,"충성스러운, 의리 있는",ˈlȯi(-ə)l,loy-al,adjective,"'loyal'은 어떤 사람, 단체, 국가 등에 대해 변함없는 지지와 믿음을 보이는, 즉 '충성스러운' 또는 '의리 있는' 태도를 묘사하는 형용사입니다."
lucrative,"수익성이 좋은",ˈlü-krə-tiv,lu-cra-tive,adjective,"'lucrative'는 많은 돈을 벌 수 있는, 즉 '수익성이 좋은' 사업이나 직업을 묘사하는 형용사입니다."
mandatory,"의무적인",ˈman-də-ˌtȯr-ē,man-da-to-ry,adjective,"'mandatory'는 법이나 규정에 의해 반드시 따라야 하는, 즉 '의무적인' 또는 '필수적인'이라는 의미의 형용사입니다."
marine,"바다의, 해양의",mə-ˈrēn,ma-rine,adjective,"'marine'은 바다나 바다 생물과 관련된, 즉 '해양의'라는 의미를 가진 형용사입니다. (예: marine biology - 해양 생물학)"
meticulous,"꼼꼼한, 세심한",mə-ˈti-kyə-ləs,me-tic-u-lous,adjective,"'meticulous'는 모든 세부 사항에 매우 큰 주의를 기울이는, 즉 '꼼꼼한' 또는 '세심한' 태도를 묘사하는 형용사입니다."
missing,"없어진, 실종된",ˈmi-siŋ,miss-ing,adjective,"'missing'은 있어야 할 자리에 없거나 찾을 수 없는, 즉 '없어진' 또는 '실종된' 상태를 나타내는 형용사입니다."
multiple,"다수의, 다양한",ˈməl-tə-pəl,mul-ti-ple,adjective,"'multiple'은 수가 '많은' 또는 종류가 '다양한' 것을 나타내는 형용사입니다."
municipal,"시의, 지방 자치제의",myu̇-ˈni-s(ə-)pəl,mu-nic-i-pal,adjective,"'municipal'은 도시나 특정 지역의 행정을 담당하는 '시의' 또는 '지방 자치의'라는 의미를 가진 형용사입니다."
national,"국가의, 전국적인",ˈna-sh(ə-)nəl,na-tion-al,adjective,"'national'은 한 '국가 전체의' 또는 '전국적인'이라는 의미를 가진 형용사입니다."
nearby,"인근의, 가까운 곳에",nir-ˈbī,near-by,adverb or adjective,"'nearby'는 지리적으로 멀지 않은 '가까운 곳에 있는'이라는 의미의 형용사 또는 '가까이에서'라는 의미의 부사로 쓰입니다."
numerous,"수많은",ˈnü-mə-rəs,nu-mer-ous,adjective,"'numerous'는 셀 수 없이 '매우 많은' 수를 나타내는 형용사입니다."
one-time,"한때 ~였던, 이전의",ˈwən-ˈtīm,one-time,adjective,"'one-time'은 과거에는 그랬지만 지금은 더 이상 그렇지 않은, 즉 '한때 ~였던'이라는 의미를 가진 형용사입니다."
ongoing,"계속 진행 중인",ˈȯn-ˌgō-iŋ,on-go-ing,adjective,"'ongoing'은 어떤 과정이나 상황이 끝나지 않고 '계속 진행 중인' 상태임을 나타내는 형용사입니다."
operational,"작동 가능한, 운영상의",ˌä-pə-ˈrā-sh(ə-)nəl,op-er-a-tion-al,adjective,"'operational'은 시스템이나 장비가 사용될 준비가 되어 '작동 가능한' 상태임을 의미하며, 비즈니스의 '운영과 관련된'이라는 뜻으로도 쓰입니다."
opposing,"반대하는",ə-ˈpōz,op-pos-ing,adjective,"'opposing'은 의견, 팀, 세력 등이 서로 '대립하는', '반대하는' 관계에 있음을 나타내는 형용사입니다."
optimal,"최적의",ˈäp-tə-məl,op-ti-mal,adjective,"'optimal'은 주어진 조건 하에서 얻을 수 있는 가장 바람직하고 '최상의', '최적의' 상태를 묘사하는 형용사입니다."
outgoing,"외향적인; 떠나가는",ˈau̇t-ˌgō-iŋ,out-go-ing,adjective,"'outgoing'은 사람들과 어울리기를 좋아하는 '외향적인' 성격을 묘사하며, 직책 등에서 '물러나는', '떠나가는' 사람을 나타내기도 합니다."
outstanding,"뛰어난; 미지불된",au̇t-ˈstan-diŋ,out-stand-ing,adjective,"'outstanding'은 같은 종류의 다른 것들보다 훨씬 '뛰어난', '두드러진'이라는 긍정적인 의미와, 아직 지불되거나 처리되지 않은 '미결제의'라는 두 가지 주요 의미를 가집니다."
overall,"전반적인",ˌō-vər-ˈȯl,over-all,adjective,"'overall'은 개별적인 부분이 아닌 전체를 고려하는, 즉 '종합적인', '전반적인'이라는 의미의 형용사 및 부사입니다."
overdue,"기한이 지난",ˌō-vər-ˈdü,over-due,adjective,"'overdue'는 정해진 날짜나 시간을 넘긴, 즉 '반납 기한이 지난'(도서), '지불 기일이 지난'(요금) 상태를 나타내는 형용사입니다."
overhead,"머리 위의; 간접비",ˌō-vər-ˈhed,over-head,adjective,"'overhead'는 '머리 위의'라는 의미의 형용사 및 부사이며, 명사로는 사업 운영에 드는 '간접 경비'를 의미합니다."
overnight,"밤사이에; 하룻밤의",ˌō-vər-ˈnīt,over-night,adverb,"'overnight'는 '밤 동안', '밤사이에'라는 의미의 부사와, '하룻밤 동안의'라는 의미의 형용사로 쓰입니다. (예: overnight trip - 1박 여행)"
overseas,"해외의, 해외로",ˌō-vər-ˈsēz,over-seas,adverb,"'overseas'는 바다 건너 다른 나라, 즉 '해외'를 의미하는 형용사 및 부사입니다."
overwhelming,"압도적인",ˌō-vər-ˈ(h)wel-miŋ,over-whelm-ing,adjective,"'overwhelming'은 수나 양, 힘, 감정 등이 너무나 강력하여 저항하거나 감당하기 힘든, 즉 '압도적인' 상태를 묘사하는 형용사입니다."
