word,meaning,pronunciation,syllables,partOfSpeech,example
suit,The job suits me perfectly.,ˈsüt,suit,타동사. 수동 불가.,"suit'는 (명사) '정장'이라는 뜻 외에, (동사) '특정' '목적'이나 '사람'에게 '알맞다(적합하다)'는 '의미'로 '자주' '쓰'입니다. (제공된 '정장' 정의도 맞습니다.)\r\n This location would be an excellent suit for our new restaurant."
supply,They supplied us with food.,sə-ˈplī,sup-ply,4형식형. 수동 가능.,"supply'는 (필요'하거나 '이용' '가능'한) (상품' '등'의) '양'이나 '수량', '즉' '공급(량)'을 '의미'하는 '명사'입니다.\r\n Due to high demand the supply of this product is limited."
surpass,Sales surpassed expectations.,sər-ˈpas,sur-pass,타동사. 수동 가능.,"surpass'는 (기존'의 '수준,' '기록,' '기대' '등'을) '넘어서' '더' '낫거나' '크'게 '된다(능가하다)'는 '의미'의 '동사'입니다.\r\n This quarter's profits are expected to surpass our initial projections."
survey,They surveyed customer satisfaction.,sər-ˈvā,sur-vey,타동사. 수동형 자주.,"survey'는 (동사) (어떤' '것'의 '상태,' '상황,' '가치' '등'을) '검토'하거나 '평가'하다, '혹은' (명사) '의견' '수렴'을 '위한' '설문' '조사'를 '의미'합니다.\r\n The company conducted a survey to measure employee satisfaction."
suspend,The flight was suspended due to fog.,sə-ˈspend,sus-pend,타동사. 수동 가능.,"suspend'는 (권리,' '직책' '등'을) '일시적'으로 '박탈'한다는 '뜻' '외'에, (어떤' '활동'이나 '운영' '등'을) '잠시' '멈추'거나 '중단한다'는 '의미'로 '자주' '쓰'입니다.\r\n The ferry service was suspended due to bad weather."
sustain,The company sustained heavy losses.,sə-ˈstān,sus-tain,타동사. 수동 가능.,sustain'은 (어떤' '상태'나 '활동' '등'을) '오랜' '시간' '동안' '계속' '살아' '있게' '한다(지속하다)'는 '의미'의 '동사'입니다.\r\n We need a long-term strategy to sustain growth in a competitive market.
take,Please take your seat. / He took his son to school.,ˈtāk,take,기본 타동사. 다의적.,"take'는 (손'에 '쥐다)라는 '기본' '뜻' '외'에, (수업'을) '듣다', (시간'이) '걸리다', (조치'를) '취하다' '등' '매우' '다양한' '의미'로 '쓰'이는 '동사'입니다.\r\n It will take approximately three business days to process your request."
talk,She talked to her boss about the plan.,ˈtȯk,talk,자동사. 수동 불가.,talk'는 (spoken' 'words'나 'sign' 'language'를 '이용'하여) '생각'을 '표현'하거나 '교환'한다는 '의미'의 '동사'입니다.\r\n We need to talk about the project timeline.
tear,She tore the paper. / The flag tore in half.,ˈter,tear,타/자동 모두 가능.,"tear'는 (힘'을 '가해) (종이' '등'의 '일부'를) '분리'시키거나 '찢는다'는 '의미'이며, '토익'에서는 'wear and tear(마모)'라는 '관용구'로 '등장'할 '수' '있습니다.\r\n (The warranty does not cover damage from normal wear and tear.)"
tend,He tends to exaggerate.,ˈtend,tend,자동사. 수동 불가.,tend'는 (어떤' '방식'으로) '행동'하거나 (어떤' '상태'가 '될) '가능성'이나 '경향'을 '보인다'는 '의미'의 '동사'입니다.\r\n Prices for electronics tend to drop during the holiday season.
terminate,The contract was terminated early.,ˈtər-mə-ˌnāt,ter-mi-nate,타동사. 수동 가능.,"terminate'는 (어떤' '것'의) '끝'을 '형성'하거나, (계약' '등'을) '공식적'으로 '끝낸다(종료/해지하다)'는 '의미'의 '동사'입니다.\r\n The management has the right to terminate the contract with prior notice."
track,The software tracks user behavior.,ˈtrak,track,타동사. 수동 가능.,"track'은 (명사) '발자국'이라는 '뜻'도 '있'으나, (동사) (어떤' '것'의 '움직임'이나 '진행' '과정'을) '계속' '살피'고 '파악한다(추적하다)'는 '의미'로 '훨씬' '자주' '쓰'입니다.\r\n You can track the delivery status of your package online."
transfer,She transferred money to her account.,tran(t)s-ˈfər,trans-fer,타동사. 수동 가능.,"transfer'는 (한' '사람,' '장소,' '상황'에서 '다른' '곳'으로) '옮기'거나 '이동시킨다'는 '의미'의 '동사'입니다. (특히 돈을 '이체하다')\r\n I need to transfer some funds from my savings account."
try,Try to finish this. / Try restarting it.,ˈtrī,try,"to부정사(시도), -ing(시험) 구분 중요.","try'는 (어떤' '것'을) '이루'기 '위해) '시도'하거나 '노력'한다는 '의미', '혹은' '(새로운' '것'을) '시험' '삼아' '써본다'는 '의미'의 '동사'입니다.\r\n We are trying a new advertising agency to improve our marketing."
undergo,The patient underwent surgery.,ˌən-dər-ˈgō,un-der-go,타동사. 수동 가능.,"undergo'는 (주로' '변화,' '개혁,' '검사,' '시련' '등' '필요'하거나 '중요'한 '일'을) '경험'하거나 '견뎌낸다(겪다/받다)'는 '의미'의 '동사'입니다.\r\n All new employees must undergo a background check."
undertake,The firm undertook the project.,ˌən-dər-ˈtāk,un-der-take,타동사. 수동 가능.,undertake'는 (중요'하거나 '어려운) '일'이나 '책임' '등'을 '스스로' '떠맡'아 '시작'한다는 '의미'의 '동사'입니다.\r\n The firm will undertake a study on the feasibility of the project.
urge,They urged students to apply early.,ˈərj,urge,사람+to부정사 구조.,urge'는 (어떤' '것'을 '하도록) '간절'하게 '혹은' '강력'하게 '요청'하거나 '주장'한다는 '의미'의 '동사'입니다.\r\n We strongly urge all members to read the new policy carefully.
verify,Please verify your email address.,ˈver-ə-ˌfī,ver-i-fy,타동사. spell 주의(verrify ❌ → verify ✅).,verify'는 (어떤' '것'이) '진실'인지 '정확'한지 '혹은' '사실'인지를 '확립'하거나 '확인'한다는 '의미'의 '동사'입니다.\r\n Please verify that your shipping address is correct before confirming the order.
waive,The bank waived the late fee.,ˈwāv,waive,타동사. 수동 가능.,waive'는 (자신'의 '법적' '권리'나 '요구' '사항' '등'을) '자발적'으로 '포기'하거나 '면제'해준다는 '의미'의 '동사'입니다.\r\n The bank has agreed to waive the overdraft fee.
withdraw,She withdrew her money from the account.,wit͟h-ˈdrȯ,with-draw,자동/타동 모두 가능.,"withdraw'는 (은행'에서 '돈'을) '찾는다(인출하다)', '혹은' (시장에서' '제품'을) '회수'하거나 (제안'을) '철회한다'는 '의미'의 '동사'입니다.\r\n The company decided to withdraw the product from the market."
withstand,The structure withstood the storm.,with-ˈstand,with-stand,타동사. 수동형 드묾.,withstand'는 (어려움'이나 '강한' '물리적' '힘' '등'에) '굳'건히 '맞서' '저항'하거나 '성공적'으로 '버텨낸다(견디다)'는 '의미'의 '동사'입니다.\r\n This material is designed to withstand high temperatures.
would like,I would like to order coffee. / I would like you to come.,wəd ˈlīk,would like,want보다 공손한 표현.,would like'은 (무엇'을 '하거나' '갖기'를) '원한다'고 '정중'하게 '말할' '때' '사용'하는 '관용' '표현'입니다.\r\n I would like to speak to the hotel manager please.
