word,meaning,pronunciation,syllables,partOfSpeech,example
trash,"쓰레기",/tɹæʃ/,tr-ash,noun,"'trash'는 더 이상 쓸모없어 버리는 물건, 즉 '쓰레기'를 의미하는 비격식적인 단어입니다. 주로 미국에서 'garbage'와 함께 널리 쓰입니다."
traveler,"여행자",/ˈtɹæv.l̩.ɚ/,tr-av-el-er,noun,"'traveler'는 여행을 하는 사람, 즉 '여행객'을 의미합니다."
tray,"쟁반",/tɹeɪ/,tr-ay,noun,"'tray'는 음식이나 물건을 올려놓고 운반하는 데 사용하는 평평한 판, 즉 '쟁반'을 의미합니다."
tremendous,"엄청난, 굉장한",/tɹəˈmɛndəs/,tr-em-end-ous,adjective,"'tremendous'는 양, 크기, 정도 등이 '엄청나게 큰' 또는 '굉장히 좋은'이라는 긍정적인 의미를 강조할 때 사용하는 형용사입니다."
tropical,"열대의",,tr-op-ic-al,adjective,"'tropical'은 일 년 내내 매우 덥고 습한 기후를 가진 '열대 지방의'라는 의미를 가진 형용사입니다. (예: tropical fruit - 열대 과일)"
tuition,"수업료, 등록금",/ˈtjuːʃən/,t-uit-ion,noun,"'tuition'은 학교나 대학에서 교육을 받는 대가로 지불하는 돈, 즉 '수업료'나 '등록금'을 의미합니다."
tuna,"참치",/ˈtjuː.nə/,t-un-a,noun,"'tuna'는 횟감이나 통조림 등으로 널리 소비되는 바닷물고기, 즉 '참치' 또는 '참다랑어'를 의미합니다."
tunnel,"터널, 굴",/ˈtʌn(ə)l/,t-unn-el,noun,"'tunnel'은 산이나 땅속, 바다 밑을 뚫어 만든 통로, 즉 '터널'을 의미합니다."
turnover,"총매출액; 이직률",,t-urn-ov-er,noun,"'turnover'는 특정 기간 동안의 '총매출액'이라는 의미와, 일정 기간 동안 직원이 그만두고 새로 들어오는 비율인 '이직률'이라는 두 가지 주요 의미를 가집니다."
umbrella,"우산",/ʌmˈbɹɛlə/,umbr-ell-a,noun,"'umbrella'는 비나 햇빛을 막기 위해 사용하는 '우산'이나 '양산'을 의미합니다."
unattended,"주인이 없는, 방치된",,un-att-end-ed,adjective,"'unattended'는 돌보는 사람 없이 '내버려 둔' 또는 '자리를 비운' 상태를 나타내는 형용사입니다."
unauthorize,"권한을 취소하다",,un-auth-or-iz-e,verb,"'unauthorize'는 이전에 부여했던 공식적인 허가나 권한을 '취소하다'라는 의미의 동사입니다."
unavailable,"이용할 수 없는, 시간이 없는",,un-av-ail-abl-e,adjective,"'unavailable'은 현재 '사용할 수 없거나', 사람이 바빠서 '만날 수 없는' 상태를 나타내는 형용사입니다."
uncomfortable,"불편한",/ʌnˈkʌm.fə.tə.bəl/,unc-omf-ort-abl-e,adjective,"'uncomfortable'은 신체적으로 '편안하지 않은' 느낌이나, 정신적으로 '거북하고 불편한' 상황을 묘사하는 형용사입니다."
underground,"지하의; 지하철",/ˈʌndəɡɹaʊnd/,und-ergr-ound,adjective,"'underground'는 '땅속의', '지하의'라는 의미의 형용사이며, 명사로는 영국에서 '지하철'을 의미하는 단어로 널리 쓰입니다."
underline,"밑줄을 긋다; 강조하다",/ˈʌndəˌlaɪn/,und-erl-in-e,verb,"'underline'은 글자 아래에 선을 그어 '밑줄을 치다'라는 의미와, 비유적으로 어떤 사실의 중요성을 '강조하다'는 두 가지 의미를 가집니다."
underway,"진행 중인",,und-erw-ay,adjective,"'underway'는 어떤 계획이나 과정이 이미 시작되어 '진행 중인' 상태임을 나타내는 형용사입니다."
unemployed,"실직한, 실업자인",,un-empl-oyed,adjective,"'unemployed'는 직업이 없는 상태, 즉 '실직한' 상태를 나타내는 형용사입니다. 'the unemployed'는 '실업자들'을 의미합니다."
unexpected,"예상치 못한",/ʌnɪkˈspɛktɪd/,un-exp-ect-ed,adjective,"'unexpected'는 미리 생각하거나 예측하지 못했던 일이 갑자기 일어나는, 즉 '예기치 않은' 상황을 묘사하는 형용사입니다."
unfamiliar,"익숙하지 않은, 낯선",/ˌʌnfəˈmɪli.əɹ/,unf-am-il-iar,adjective,"'unfamiliar'은 잘 모르거나 경험해 보지 않아 '익숙하지 않은' 또는 '낯선' 대상을 묘사하는 형용사입니다."
unhappy,"불행한, 불만족스러운",/ʌnˈhæpi/,unh-app-y,adjective,"'unhappy'는 슬프거나 기쁘지 않은, 즉 '불행한' 감정 상태나, 어떤 결과에 대해 '불만족스러운' 상태를 나타냅니다."
unlimited,"무제한의",/ʌnˈlɪmɪtɪd/,unl-im-it-ed,adjective,"'unlimited'는 양이나 범위에 한계가 없는, 즉 '무제한의'라는 의미를 가진 형용사입니다."
unload,"(짐을) 내리다",/ʌnˈləʊd/,unl-oad,verb,"'unload'는 차, 배, 비행기 등에서 실었던 짐이나 화물을 '내리다'라는 의미의 동사입니다. 'load'(짐을 싣다)의 반대말입니다."
unnecessary,"불필요한",/ʌnˈnɛ.sə.s(ə)ɹɪ /,unn-ec-ess-ar-y,adjective,"'unnecessary'는 필요 이상이거나 전혀 필요가 없는, 즉 '불필요한' 또는 '쓸데없는' 것을 묘사하는 형용사입니다."
unpaid,"미납의, 무급의",/ʌnˈpeɪd/,unp-aid,adjective,"'unpaid'는 지불해야 할 돈이 '아직 지불되지 않은' 상태나, 보수를 받지 않고 하는 '무급의' 일을 나타내는 형용사입니다."
unpleasant,"불쾌한",/ʌnˈplezənt/,unpl-eas-ant,adjective,"'unpleasant'는 기분을 나쁘게 하거나 즐겁지 않은, 즉 '불쾌한' 경험이나 사람을 묘사하는 형용사입니다."
unplug,"플러그를 뽑다",/ʌnˈplʌɡ/,unpl-ug,verb,"'unplug'는 전기 제품의 '플러그를 콘센트에서 뽑다'라는 의미의 동사입니다."
unreal,"비현실적인",/ʌnˈɹi.əl/,unr-eal,adjective,"'unreal'은 실제 같지 않고 마치 꿈이나 상상 속의 일처럼 '비현실적인' 느낌을 줄 때 사용하는 형용사입니다."
unreliable,"신뢰할 수 없는",,unr-el-iabl-e,adjective,"'unreliable'은 약속을 잘 지키지 않거나, 정보가 정확하지 않거나, 기계가 자주 고장 나는 등 '믿을 수 없는' 대상을 묘사하는 형용사입니다."
unspecified,"명시되지 않은",/ʌn.ˈspɛ.sɪ.faɪd/,unsp-ec-if-ied,adjective,"'unspecified'는 구체적으로 언급되거나 정해지지 않은, 즉 '명시되지 않은' 상태를 나타내는 형용사입니다."
unsure,"확신이 없는",,uns-ur-e,adjective,"'unsure'는 어떤 것에 대해 잘 모르거나 어떻게 해야 할지 확신이 없는, 즉 '자신이 없는' 상태를 나타내는 형용사입니다."
unused,"사용하지 않은",/ʌnˈjuːst/,un-us-ed,adjective,"'unused'는 한 번도 '사용되지 않은' 새것이거나, 현재 '쓰이고 있지 않은' 상태를 나타내는 형용사입니다."
unusually,"평소와 다르게, 유난히",/ʌnˈjuːʒuəli/,un-us-uall-y,adverb,"'unusually'는 보통 때와는 다른 특별한 경우, 즉 '평소와 다르게' 또는 '유난히'라는 의미를 강조하는 부사입니다."
