word,meaning,pronunciation,syllables,partOfSpeech,example
alternate,"번갈아 나오는; 대체의",ˈȯl-tər-nət,al-ter-nate,adjective,"'alternate'는 '하나 거르는', '번갈아 나오는'이라는 의미와, 기존의 것을 대신하는 '대체의'라는 두 가지 주요 의미를 가집니다."
annual,"매년의, 연례의",ˈan-yə(-wə)l,an-nu-al,adjective,"'annual'은 일 년에 한 번씩 일어나는, 즉 '매년의' 또는 '연례의'라는 의미의 형용사입니다. (예: annual conference - 연례 회의)"
anonymous,"익명의",ə-ˈnä-nə-məs,anon-y-mous,adjective,"'anonymous'는 이름을 밝히지 않은, 즉 '익명의' 또는 '작자 미상의'라는 의미를 가진 형용사입니다."
apparent,"분명한; ~인 것처럼 보이는",ə-ˈper-ənt,ap-par-ent,adjective,"'apparent'는 누가 봐도 쉽게 알 수 있을 정도로 '분명한'이라는 의미와, 확실하지는 않지만 겉으로 보기에는 '~인 것 같은'이라는 두 가지 의미를 가집니다."
apprehensive,"걱정하는, 불안한",ˌa-pri-ˈhen(t)-siv,ap-pre-hen-sive,adjective,"'apprehensive'는 미래에 좋지 않은 일이 일어날까 봐 '걱정하는' 또는 '불안해하는' 마음 상태를 나타내는 형용사입니다."
appropriate,"적절한",ə-ˈprō-prē-ət,ap-pro-pri-ate,adjective,"'appropriate'는 특정 상황이나 목적, 장소에 딱 맞는, 즉 '적절한' 또는 '알맞은'이라는 의미의 형용사입니다."
authentic,"진짜의, 진품의",ə-ˈthen-tik,au-then-tic,adjective,"'authentic'은 복제품이나 모조품이 아닌 '진짜의', '진품의'임을 나타내는 형용사입니다. 정보나 이야기가 '신뢰할 만한'이라는 의미로도 사용됩니다."
automatic,"자동의",ˌȯ-tə-ˈma-tik,au-to-mat-ic,adjective,"'automatic'은 사람의 직접적인 조작 없이 기계 장치가 스스로 작동하는 것을 설명하는 형용사로, '자동의'라는 의미입니다."
available,"이용할 수 있는; 시간이 있는",ə-ˈvā-lə-bəl,avail-able,adjective,"'available'은 물건이나 서비스를 '이용하거나 살 수 있는' 상태와, 사람이 약속을 잡거나 만날 '시간이 있는' 상태를 모두 나타냅니다."
aware,"알고 있는, 인지하는",ə-ˈwer,aware,adjective,"'aware'는 어떤 사실이나 상황의 존재를 '알고 있는' 또는 '인식하고 있는' 상태를 나타냅니다. 주로 'be aware of ~' 형태로 쓰입니다."
bankrupt,"파산한",ˈbaŋk-(ˌ)rəpt,bank-rupt,adjective,"'bankrupt'는 빚을 갚을 능력이 없어 법적으로 '파산한' 상태임을 나타내는 형용사입니다. 명사로는 '파산자'를 의미합니다."
basic,"기초적인, 기본적인",ˈbā-sik,ba-sic,adjective,"'basic'은 어떤 것의 가장 중요하고 근본이 되는, 즉 '기초적인' 또는 '필수적인'이라는 의미의 형용사입니다."
brief,"짧은, 간단한",ˈbrēf,brief,adjective,"'brief'는 시간적으로 '짧은' 또는 내용이 '간단한' 것을 묘사하는 형용사입니다. 동사로는 '(상황을) 간단히 보고하다'는 의미입니다."
broad,"넓은; 폭넓은",ˈbrȯd,broad,adjective,"'broad'는 물리적인 폭이 '넓은'이라는 의미와, 범위나 주제가 '포괄적인', '폭넓은'이라는 추상적인 의미로 모두 사용됩니다."
cautious,"조심스러운, 신중한",ˈkȯ-shəs,cau-tious,adjective,"'cautious'는 위험을 피하기 위해 매우 조심스럽게 행동하는 태도, 즉 '신중한' 또는 '조심스러운'을 묘사하는 형용사입니다."
certain,"확실한; 어떤",ˈsər-tᵊn,cer-tain,adjective,"'certain'은 의심의 여지가 없이 '확실한'이라는 의미와, 구체적으로 명시하지는 않지만 '특정한', '어떤' 대상을 가리킬 때 사용됩니다."
clerical,"사무의",ˈkler-i-kəl,cler-i-cal,adjective,"'clerical'은 사무실에서 서류 정리, 기록 등과 관련된 업무, 즉 '사무직의'라는 의미를 가진 형용사입니다. (예: clerical work - 서기 업무)"
coming,"다가오는",ˈkə-miŋ,com-ing,adjective,"'coming'은 시간적으로 곧 닥쳐올, 즉 '다가오는'이라는 의미를 가진 형용사입니다."
commensurate,"(자격·급여 등이) 상응하는, 비례하는",kə-ˈmen(t)s-rət,com-men-su-rate,adjective,"'commensurate'는 어떤 것의 중요도, 크기, 능력 등에 '걸맞은' 또는 '비례하는'이라는 의미를 가진 격식 있는 단어입니다. 'commensurate with ~' 형태로 쓰입니다."
commercial,"상업의",kə-ˈmər-shəl,com-mer-cial,adjective,"'commercial'은 이익을 창출하기 위한 '상업적인' 활동이나 '상업용의'라는 의미를 가진 형용사입니다. 명사로는 TV나 라디오의 '광고'를 의미합니다."
compact,"소형의, 빽빽한",kəm-ˈpakt,com-pact,adjective,"'compact'는 같은 종류의 다른 것들보다 크기가 작고 공간을 적게 차지하는 '소형의'라는 의미와, 내용이 '빽빽하게' 차 있다는 의미로 쓰입니다."
comparable,"비교할 만한, 비슷한",ˈkäm-p(ə-)rə-bəl,com-pa-ra-ble,adjective,"'comparable'은 두 개 이상의 대상이 중요도, 품질, 수준 등에서 '비교할 만한' 또는 '필적하는'이라는 의미입니다. 'comparable to ~' 형태로 쓰입니다."
compatible,"호환되는, 양립할 수 있는",kəm-ˈpa-tə-bəl,com-pat-i-ble,adjective,"'compatible'은 컴퓨터 시스템이나 소프트웨어가 함께 문제없이 작동할 수 있을 때 '호환된다'고 표현하며, 두 사람이 생각이나 성격이 잘 맞아 '화합할 수 있다'는 의미로도 사용됩니다."
competitive,"경쟁력 있는; 경쟁적인",kəm-ˈpe-tə-tiv,com-pet-i-tive,adjective,"'competitive'는 다른 경쟁자들보다 뛰어나 '경쟁력이 있는' 가격이나 품질을 묘사하며, 이기려는 욕구가 강한 '경쟁적인' 성격을 나타내기도 합니다."
complete,"완전한; 완료하다",kəm-ˈplēt,com-plete,adjective,"'complete'는 빠진 것 없이 모든 것을 갖춘 '완전한'이라는 의미의 형용사와, 어떤 일을 '끝마치다', '완료하다'라는 의미의 동사로 쓰입니다."
complimentary,"무료의; 칭찬하는",ˌkäm-plə-ˈmen-t(ə-)rē,com-pli-men-ta-ry,adjective,"'complimentary'는 호텔이나 레스토랑 등에서 서비스로 제공하는, 즉 '무료의'라는 의미와, '칭찬하는'이라는 두 가지 주요 의미를 가집니다."
comprehensive,"포괄적인, 종합적인",ˌkäm-pri-ˈhen(t)-siv,com-pre-hen-sive,adjective,"'comprehensive'는 많은, 혹은 거의 모든 것을 포함하는, 즉 '포괄적인' 또는 '종합적인'이라는 의미의 형용사입니다."
confident,"자신감 있는",ˈkän-fə-dənt,con-fi-dent,adjective,"'confident'는 자신의 능력이나 상황에 대해 강한 믿음을 가지고 있어 '자신감이 있는' 또는 '확신하는' 상태를 묘사하는 형용사입니다."
confidential,"기밀의, 비밀의",ˌkän-fə-ˈden(t)-shəl,con-fi-den-tial,adjective,"'confidential'은 특정 사람들만 알도록 되어 있어 외부에 공개되어서는 안 되는, 즉 '기밀의' 또는 '비밀의' 정보를 설명할 때 사용하는 형용사입니다."
consecutive,"연속적인",kən-ˈse-kyə-tiv,con-sec-u-tive,adjective,"'consecutive'는 중간에 끊어짐 없이 순서대로 계속 이어지는, 즉 '연속적인'이라는 의미의 형용사입니다."
contingent,"~에 따라 결정되는, ~ 여부에 달린",kən-ˈtin-jənt,con-tin-gent,adjective,"'contingent'는 어떤 일이 다른 불확실한 일의 발생 여부에 '따라 결정되는'이라는 의미를 가집니다. 주로 'be contingent on ~' 형태로 쓰입니다."
corresponding,"상응하는, 해당 하는",ˌkȯr-ə-ˈspän-diŋ,cor-re-spond-ing,adjective,"'corresponding'은 서로 관련이 있거나 비슷한 위치에 있는, 즉 '그에 상응하는' 또는 '해당하는'이라는 의미를 가진 형용사입니다."
cozy,"아늑한",ˈkō-zē,co-zy,adjective,"'cozy'는 방이나 공간이 따뜻하고 편안하여 '아늑한' 느낌을 주는 상태를 묘사하는 형용사입니다."
critical,"비판적인; 중요한",ˈkri-ti-kəl,crit-i-cal,adjective,"'critical'은 단점이나 문제점을 지적하는 '비판적인' 태도와, 어떤 상황의 성공이나 미래에 결정적인 영향을 미치는 '매우 중요한'이라는 두 가지 주요 의미를 가집니다."
culinary,"요리의, 주방의",ˈkə-lə-ˌner-ē,cu-li-nary,adjective,"'culinary'는 음식이나 요리 기술과 관련된, 즉 '요리의' 또는 '주방의'라는 의미를 가진 형용사입니다."
current,"현재의",ˈkər-ənt,cur-rent,adjective,"'current'는 지금 일어나고 있거나 사용되고 있는, 즉 '현재의'라는 의미를 가진 형용사입니다. 명사로는 '흐름', '해류'를 뜻합니다."
custom,"관습; 세관",ˈkə-stəm,cus-tom,noun,"'custom'은 특정 사회나 집단에서 오랫동안 이어져 온 '관습'이나 '풍습'을 의미하며, 다른 나라로 물건을 수출입할 때 거치는 '세관'(customs)을 뜻하기도 합니다."
