word,meaning,pronunciation,syllables,partOfSpeech,example
download,"다운로드(하다)",/ˈdaʊnˌləʊd/,d-ownl-oad,verb,"'download'는 인터넷이나 다른 컴퓨터 시스템에서 자신의 컴퓨터로 파일이나 데이터를 전송받는 것, 즉 '다운로드하다'라는 의미입니다."
downsize,"(규모를) 줄이다",/ˈdaʊnsaɪz/,d-owns-iz-e,verb,"'downsize'는 회사가 인력을 '감축하다' 또는 개인이 더 작은 집으로 이사하는 등 생활 '규모를 줄이다'라는 의미로 사용됩니다."
downstairs,"아래층(에)",/daʊnˈstɛəz/,d-ownst-airs,adverb,"'downstairs'는 건물의 '아래층에' 또는 '아래층으로'라는 의미의 부사이며, '아래층'이라는 명사로도 쓰입니다. 'upstairs'(위층에)의 반대말입니다."
downtown,"시내(에)",,d-ownt-own,adverb,"'downtown'은 도시의 중심 상업 지역, 즉 '시내'를 의미하며, '시내에' 또는 '시내로'라는 부사로도 널리 쓰입니다."
downturn,"(경기) 침체, 하락",,d-ownt-urn,noun,"'downturn'은 경제 활동이나 사업 실적이 나빠지는 시기, 즉 '경기 침체' 또는 '실적 하락'을 의미합니다."
drastically,"급격하게, 과감하게",,dr-ast-ic-all-y,adverb,"'drastically'는 변화의 정도가 매우 크고 빠름을 나타내는 부사로, '급격하게' 또는 '과감하게'라고 해석됩니다."
drawback,"단점, 결점",/ˈdɹɔːˌbæk/,dr-awb-ack,noun,"'drawback'은 어떤 계획이나 제품이 가지고 있는 문제점, 즉 '단점'이나 '결점'을 의미합니다."
drawer,"서랍",/dɹɔː(ɹ)/,dr-aw-er,noun,"'drawer'는 책상이나 옷장 등에 달려 있어 물건을 넣어두기 위해 밀고 당겨서 여닫는 상자, 즉 '서랍'을 의미합니다."
drill,"드릴, 송곳; 훈련",/dɹɪl/,dr-ill,noun,"'drill'은 구멍을 뚫는 전동 공구인 '드릴'을 의미하며, 특정 기술을 익히기 위한 반복적인 '훈련'(fire drill - 소방 훈련)을 뜻하기도 합니다."
drought,"가뭄",/[dɹʌʊt]/,dr-ought,noun,"'drought'는 비가 오랫동안 오지 않아 땅이 마르는 자연재해, 즉 '가뭄'을 의미합니다."
drum,"드럼, 북",/ˈdɹʌm/,dr-um,noun,"'drum'은 손이나 채로 쳐서 소리를 내는 타악기인 '드럼' 또는 '북'을 의미합니다."
dull,"지루한; 무딘",/dəl/,d-ull,adjective,"'dull'은 흥미롭지 않고 '지루한' 상태를 묘사하며, 칼날 등이 날카롭지 않고 '무딘' 상태를 나타내기도 합니다."
duplicate,"복사본; 복사하다",/ˈdjuː.plɪ.kət/,d-upl-ic-at-e,noun,"'duplicate'는 원본과 똑같이 만든 '사본'이나 '복사본'을 의미하는 명사와, 똑같은 것을 '복사하다', '되풀이하다'라는 의미의 동사로 쓰입니다."
durable,"내구성이 좋은, 튼튼한",/ˈd(j)ʊəɹəbəl/,d-ur-abl-e,adjective,"'durable'은 오랫동안 사용해도 쉽게 닳거나 망가지지 않는, 즉 '내구성이 좋은' 또는 '튼튼한' 제품의 특성을 묘사하는 형용사입니다."
duration,"(지속) 기간",/djʊˈɹeɪʃn̩/,d-ur-at-ion,noun,"'duration'은 어떤 일이 시작되어 끝날 때까지 걸리는 시간의 길이, 즉 '지속 기간'을 의미합니다."
dynamic,"역동적인",/daɪˈnæ.mɪk/,d-yn-am-ic,adjective,"'dynamic'은 끊임없이 변화하고 에너지가 넘치는, 즉 '역동적인' 상태를 묘사하는 형용사입니다."
eager,"열망하는, 간절히 바라는",/ˈiːɡə/,eag-er,adjective,"'eager'는 어떤 것을 매우 하고 싶어 하거나 갖고 싶어 하는 강한 마음, 즉 '열렬한' 또는 '간절히 바라는' 상태를 나타냅니다. 'be eager to' 형태로 '~하기를 열망하다'라고 쓰입니다."
earthquake,"지진",/ˈɜːθkweɪk/,earthq-uak-e,noun,"'earthquake'는 땅이 흔들리는 자연 현상, 즉 '지진'을 의미합니다."
e-book,"전자책",,e--book,noun,"'e-book'은 'electronic book'의 줄임말로, 컴퓨터나 스마트폰, 전용 단말기 등 디지털 기기로 읽을 수 있는 '전자책'을 의미합니다."
economical,"경제적인, 절약하는",/ˌɛkəˈnɒmɪkəl/,ec-on-om-ic-al,adjective,"'economical'은 돈, 시간, 자원 등을 낭비하지 않고 효율적으로 사용하는, 즉 '경제적인' 또는 '절약하는' 태도나 방법을 묘사하는 형용사입니다."
economically,"경제적으로",,ec-on-om-ic-all-y,adverb,"'economically'는 '경제적인 면에서' 또는 '절약하여'라는 두 가지 의미를 가진 부사입니다."
economist,"경제학자",/iːˈkɒn.ə.mɪst/,ec-on-om-ist,noun,"'economist'는 경제 현상을 연구하는 학자, 즉 '경제학자'를 의미합니다."
economize,"절약하다, 아껴 쓰다",,ec-on-om-iz-e,verb,"'economize'는 돈, 시간, 자원 등을 낭비하지 않고 아껴서 쓰는 것, 즉 '절약하다'라는 의미의 동사입니다."
editorial,"사설",/ˌɛdɪˈtɔːɹɪəl/,ed-it-or-ial,noun,"'editorial'은 신문이나 잡지에서 특정 사안에 대해 편집진의 공식적인 의견을 밝히는 글, 즉 '사설'을 의미합니다."
effectiveness,"효과성, 유효성",,eff-ect-iv-en-ess,noun,"'effectiveness'는 어떤 행동이나 조치가 원하는 결과를 만들어내는 정도, 즉 '효과성' 또는 '유효성'을 의미하는 명사입니다."
efficiently,"효율적으로",,eff-ic-ientl-y,adverb,"'efficiently'는 시간, 돈, 노력을 낭비하지 않고 최소한의 자원으로 최대의 결과를 내는 방식으로, 즉 '효율적으로'라는 의미의 부사입니다."
electrical,"전기의",/ɪˈlɛktɹɪkəl/,el-ectr-ic-al,adjective,"'electrical'은 전기를 사용하거나 전기를 생산하고 전달하는 것과 관련된, 즉 '전기의'라는 의미를 가진 형용사입니다. (예: electrical engineering - 전기 공학)"
electrician,"전기 기술자",,el-ectr-ic-ian,noun,"'electrician'은 건물에 전기 배선을 설치하거나 전기 장비를 수리하는 전문 기술자, 즉 '전기 기사'를 의미합니다."
electronically,"전자적으로, 온라인으로",/ɪˌlɛkˈtɹɒn.ɪk.li/,el-ectr-on-ic-all-y,adverb,"'electronically'는 컴퓨터나 인터넷과 같은 전자 장치를 이용하여, 즉 '전자적으로' 또는 '온라인으로'라는 의미의 부사입니다."
elegant,"우아한, 고상한",/ˈɛl.ə.ɡənt/,el-eg-ant,adjective,"'elegant'는 디자인, 옷차림, 행동 등이 세련되고 품위 있는, 즉 '우아한' 또는 '고상한' 상태를 묘사하는 형용사입니다."
elephant,"코끼리",/ˈɛləfənt/,el-eph-ant,noun,"'elephant'는 긴 코와 큰 귀, 상아를 가진 육지에서 가장 큰 포유동물, 즉 '코끼리'를 의미합니다."
elevate,"(들어) 올리다; 승격시키다",/ˈɛləveɪt/,el-ev-at-e,verb,"'elevate'는 물리적으로 어떤 것을 더 높은 곳으로 '들어 올리다'라는 의미와, 지위나 수준을 '높이다', '승격시키다'라는 추상적인 의미로 사용됩니다."
elevator,"엘리베이터, 승강기",/ˈɛl.ə.veɪ.tɚ/,el-ev-at-or,noun,"'elevator'는 사람이나 물건을 건물 위아래 층으로 이동시키는 장치, 즉 '엘리베이터'나 '승강기'를 의미합니다. 영국에서는 'lift'라는 단어를 더 흔하게 사용합니다."
eligible,"자격이 있는",/ˈɛlɪdʒəb(ə)l/,el-ig-ibl-e,adjective,"'eligible'은 특정 조건을 충족하여 어떤 직책을 맡거나 혜택을 받을 '자격이 있는' 상태를 나타내는 형용사입니다. 'be eligible for ~' 또는 'be eligible to do ~' 형태로 자주 쓰입니다."
embassy,"대사관",/ˈɛmbəsi/,emb-ass-y,noun,"'embassy'는 다른 나라에 자국을 대표하여 파견된 대사와 외교관들이 근무하는 공관, 즉 '대사관'을 의미합니다."
embed,"(단단히) 박다, 끼워 넣다",/əmˈbɛd/,emb-ed,verb,"'embed'는 어떤 물체를 다른 물체 속에 단단히 '박아 넣다'는 물리적인 의미와, 기자나 군인 등을 다른 조직에 '파견하다' 또는 웹사이트에 동영상 등을 '끼워 넣다'는 의미로도 사용됩니다."
enclose,"동봉하다; 둘러싸다",/ənˈkloʊz/,encl-os-e,verb,"'enclose'는 편지 봉투 안에 서류나 사진 등을 함께 '넣다', '동봉하다'라는 의미와, 담이나 울타리로 특정 장소를 '둘러싸다'는 두 가지 주요 의미를 가집니다."
energetic,"활동적인, 활기 넘치는",/ˌɛnəˈdʒɛtɪk/,en-erg-et-ic,adjective,"'energetic'은 많은 에너지를 가지고 있어 매우 '활동적인' 또는 '활기 넘치는' 사람이나 상태를 묘사하는 형용사입니다."
engagement,"약속; 약혼; 교전",/ɪnˈɡeɪd͡ʒ.mənt/,eng-ag-em-ent,noun,"'engagement'는 공식적인 '약속'이나 업무 약속을 의미하며, 결혼하기로 한 '약혼', 그리고 군대 간의 '교전'이라는 다양한 의미를 가집니다."
enjoyable,"즐거운",/ɛnˈdʒɔɪ.jə.bəl/,enj-oyabl-e,adjective,"'enjoyable'은 기쁨과 즐거움을 주는, 즉 '즐거운' 경험이나 활동을 묘사하는 형용사입니다."
