word,meaning,pronunciation,syllables,partOfSpeech,example
vacuum,"진공; 진공청소기",/ˈvæ.kjuː.əm/,v-ac-uum,noun,"'vacuum'은 공기가 전혀 없는 '진공' 상태를 의미하며, '진공청소기'(vacuum cleaner)를 줄여서 부르는 말이기도 합니다."
valid,"유효한; 타당한",/ˈvælɪd/,v-al-id,adjective,"'valid'는 계약, 표, 문서 등이 법적으로나 공식적으로 '효력이 있는', '유효한' 상태를 의미하며, 이유나 주장이 논리적으로 '타당한' 경우에도 사용됩니다."
validate,"입증하다; 유효하게 만들다",/ˈvæl.ɪ.deɪt/,v-al-id-at-e,verb,"'validate'는 어떤 것이 사실이거나 정확함을 공식적으로 '증명하다', '입증하다' 또는 문서나 계약을 '법적으로 유효하게 만들다'라는 의미의 동사입니다."
vanilla,"바닐라",/vəˈnɛlə/,v-an-ill-a,noun,"'vanilla'는 아이스크림, 케이크 등의 향료로 널리 쓰이는 '바닐라'를 의미하며, 비유적으로 '아주 평범하고 특색없는'이라는 의미의 형용사로도 쓰입니다."
vase,"꽃병",/væes/,v-as-e,noun,"'vase'는 꽃을 꽂아두는 용기, 즉 '꽃병'을 의미합니다."
vegetarian,"채식주의자",/vɛd͡ʒɪˈtɛəɹi.ən/,v-eg-et-ar-ian,noun,"'vegetarian'은 고기를 먹지 않고 채소, 과일, 곡물 위주로 식사하는 사람, 즉 '채식주의자'를 의미합니다."
vend,"(물건을) 팔다",/vɛnd/,v-end,verb,"'vend'는 특히 자판기(vending machine)나 길거리에서 물건을 '판매하다'라는 의미의 동사입니다."
vendor,"판매업체, 노점상",/ˈvɛn.də/,v-end-or,noun,"'vendor'는 물건이나 서비스를 파는 사람이나 회사, 즉 '판매업체'나 '행상인'을 의미합니다."
venue,"(콘서트·스포츠 경기·회담 등의) 장소",/ˈvɛnjuː/,v-en-ue,noun,"'venue'는 콘서트, 스포츠 경기, 회의, 결혼식 등 특별한 행사가 열리는 '장소'를 의미합니다."
verbal,"구두의, 말의",/ˈvɜː.bəl/,v-erb-al,adjective,"'verbal'은 글로 쓴 것이 아닌, 입으로 하는 '말의' 또는 '구두의'라는 의미를 가진 형용사입니다. (예: verbal agreement - 구두 계약)"
verify,"확인하다, 입증하다",,v-er-if-y,verb,"'verify'는 어떤 정보가 사실인지 아닌지를 '확인하다' 또는 '진실임을 입증하다'라는 의미의 동사입니다."
videoconference,"화상 회의",,v-id-eoc-onf-er-enc-e,noun,"'videoconference'는 서로 멀리 떨어져 있는 사람들이 인터넷 화상 연결을 통해 하는 회의, 즉 '화상 회의'를 의미합니다."
violate,"위반하다",/ˈvaɪəˌleɪt/,v-iol-at-e,verb,"'violate'는 법, 규칙, 약속 등을 어기거나 지키지 않는 것, 즉 '위반하다'라는 의미의 동사입니다."
violation,"위반",/ˌvaɪəˈleɪʃən/,v-iol-at-ion,noun,"'violation'은 법이나 규칙을 어기는 행위, 즉 '위반'을 의미하는 명사입니다."
violin,"바이올린",/ˌvɑe.ɘˈlɘn/,v-iol-in,noun,"'violin'은 활로 현을 그어 소리를 내는 대표적인 서양 현악기, 즉 '바이올린'을 의미합니다."
visa,"비자, 사증",/ˈviː.sə/,v-is-a,noun,"'visa'는 다른 나라에 입국하고 체류하는 것을 허가하는 공식적인 증명서, 즉 '비자'나 '사증'을 의미합니다."
vitamin,"비타민",/ˈvɑet.ə.mən/,v-it-am-in,noun,"'vitamin'은 건강을 유지하는 데 필수적인 유기 화합물, 즉 '비타민'을 의미합니다."
volleyball,"배구",/ˈvɒlibɔ(ː)l/,v-oll-eyb-all,noun,"'volleyball'은 네트를 사이에 두고 두 팀이 공을 손으로 쳐서 넘기는 구기 종목, 즉 '배구'를 의미합니다."
voucher,"상품권, 할인권",/ˈvaʊtʃə(ɹ)/,v-ouch-er,noun,"'voucher'는 특정 상품이나 서비스를 이용하거나 할인받을 수 있는 증서, 즉 '상품권'이나 '쿠폰'을 의미합니다."
waiter,"웨이터, 남자 종업원",/ˈweɪtə/,w-ait-er,noun,"'waiter'는 식당이나 카페에서 손님의 주문을 받고 음식을 가져다주는 남자 직원, 즉 '웨이터'를 의미합니다."
waitress,"웨이트리스, 여자 종업원",,w-aitr-ess,noun,"'waitress'는 식당이나 카페에서 일하는 여자 종업원을 의미합니다."
waive,"(권리 등을) 포기하다",/weɪv/,w-aiv-e,verb,"'waive'는 법적인 권리나 요구 사항을 스스로 '포기하다' 또는 적용하지 않기로 하다라는 의미의 동사입니다."
walkway,"보도, 통로",/ˈwɔːkˌweɪ/,w-alkw-ay,noun,"'walkway'는 사람들이 걸어 다닐 수 있도록 만들어 놓은 길, 즉 '보행로'나 '통로'를 의미합니다."
wallet,"지갑",/ˈwɒlɪt/,w-all-et,noun,"'wallet'은 주로 지폐, 신용카드, 신분증 등을 넣어 다니는 '지갑'을 의미합니다."
ward,"병동; (보호) 구역",/wɔːd/,w-ard,noun,"'ward'는 병원 내에서 특정 환자들을 돌보는 구역인 '병동'을 의미하며, 선거구를 나누는 '행정구역'을 뜻하기도 합니다."
warehouse,"창고",,w-ar-eh-ous-e,noun,"'warehouse'는 상품이나 물품을 대량으로 보관하는 대형 건물, 즉 '창고'를 의미합니다."
warranty,"품질 보증(서)",/ˈwɒ.ɹən.ti/,w-arr-ant-y,noun,"'warranty'는 제품에 결함이 있을 경우 일정 기간 동안 무상으로 수리 또는 교환을 약속하는 '품질 보증' 또는 그 '보증서'를 의미합니다."
webpage,"웹페이지",,w-ebp-ag-e,noun,"'webpage'는 웹사이트를 구성하는 개별적인 '페이지' 하나하나를 의미합니다."
website,"웹사이트",/ˈwɛbˌsaɪt/,w-ebs-it-e,noun,"'website'는 인터넷상에서 특정 주소를 가지고 관련된 웹페이지들을 모아 놓은 정보의 집합체, 즉 '웹사이트'를 의미합니다."
weekday,"평일, 주중",/ˈwiːkdeɪ/,w-eekd-ay,noun,"'weekday'는 주말(토요일, 일요일)을 제외한 월요일부터 금요일까지, 즉 '평일' 또는 '주중'을 의미합니다."
wellness,"건강",,w-elln-ess,noun,"'wellness'는 단순히 질병이 없는 상태를 넘어, 신체적, 정신적, 사회적으로 양호한 상태에 있는 것, 즉 '웰빙'이나 '건강'을 의미합니다."
