word,meaning,pronunciation,syllables,partOfSpeech,example
return,She returned home. / Please return the form to us.,ri-ˈtərn,re-turn,자동/타동 모두.,"return'은 (원래' '있던' '곳'으로) '돌아가다'는 '뜻' '외'에, (물건'을) '원래' '주인'이나 '장소'로 '돌려준다(반품/반납하다)'는 '의미'로 '자주' '쓰'입니다.\r\n You must return the defective product within 14 days."
reveal,The study revealed that stress affects sleep.,ri-ˈvēl,re-veal,타동사. 수동형 가능.,reveal'은 (이전'에 '숨겨져' '있거나 '알려지지' '않았던) '사실'이나 '정보'를 '알려주거나' '드러낸다'는 '의미'의 '동사'입니다.\r\n The investigation revealed several errors in the report.
revise,Please revise the draft.,ri-ˈvīz,re-vise,타동사. 수동 가능.,"revise'는 (문서,' '계획,' '의견' '등'의 '잘못'된 '부분'이나 '부족'한 '점'을) '검토'하여 '바꾼다(수정/개정하다)'는 '의미'의 '동사'입니다.\r\n The manager asked me to revise the budget proposal."
run,She runs every morning. / He runs a small business.,ˈrən,run,자동/타동 모두 가능.,"run'은 (달리다)라는 뜻 외에, (사업체, 프로그램 등을) '관리'하고 '운영한다'는 의미로 자주 쓰이는 동사입니다.\r\n They run a successful online retail business."
rush,Don’t rush your work. / She rushed to the station.,ˈrəsh,rush,자동/타동 모두 가능.,"rush'는 (명사) '골풀'이라는 뜻도 있으나, (동사) (어떤 일을) '매우 급하게' '처리'하거나 '서두른다'는 의미로 훨씬 자주 쓰입니다.\r\n We had to rush the shipment to meet the customer's deadline."
satisfy,The results satisfied our expectations.,ˈsa-təs-ˌfī,sat-is-fy,타동사. 수동 가능.,"satisfy'는 (계약 조건, 요구 사항, 기준 등을) '수행'하거나 '완전히' '채운다(충족시키다)'는 의미의 동사입니다.\r\n The new product must satisfy all safety requirements."
save,This system saves time. / It saves us from errors.,ˈsāv,save,from 구조 자주.,"save'는 (죄에서 구하다)라는 뜻도 있으나, (돈, 시간, 노력 등을) '아끼다(절약하다)' 혹은 (컴퓨터 파일을) '저장하다'는 의미로 자주 쓰입니다.\r\n You can save time by using our online check-in service."
schedule,The meeting is scheduled for Monday.,ˈske-(ˌ)jül,sched-ule,타동사. 수동형 빈출.,schedule'은 (어떤 일이) '언제' '어떤' '순서'로 '진행'될지를 '보여주는' '절차'상의 '계획'이나 '일정표'를 '의미'하는 '명사'입니다.\r\n The construction project is currently ahead of schedule.
seal,Please seal the envelope with tape.,ˈsēl,seal,타동사. 수동 가능.,"seal'은 (명사) '물개'라는 뜻도 있지만, (동사) (봉투나 용기 등을) '틈이' '없도록' '단단히' '막거나' '봉한다'는 '의미'로 '자주' '쓰'입니다.\r\n Please make sure to seal the envelope before mailing the contract."
seat,The restaurant seats 100 guests.,ˈsēt,seat,타동사. 수동형 가능.,"seat'은 (높은 지위의 의자)라는 뜻도 있으나, (일반적으로) '앉을' '수' '있는' '장소'나 '자리'를 '의미'하는 '명사'입니다.\r\n There is a reserved seat for you in the front row."
secure,They secured a loan from the bank.,si-ˈkyu̇r,se-cure,타동사. from + 출처 가능.,"secure'는 (위험이나) '공격', '무단' '접근'으로부터 '안전'하거나 '보호'되는 '상태'를 '의미'하는 '형용사'입니다. (동사로 '확보하다'는 뜻도 있음)\r\n All personal data must be kept in a secure database."
seek,We seek to improve quality.,ˈsēk,seek,타동사. 수동 가능.,seek'는 (필요한 것이나 사람을) '얻기' '위해' '적극적'으로 '노력'하며 '찾는다(구하다)'는 '의미'의 '동사'입니다.\r\n We are seeking innovative solutions to improve efficiency.
select,Please select your preferred option.,sə-ˈlekt,se-lect,타동사. choose와 유사.,select'는 (적합성이나) '우수성'에 '따라) '(특별히) '선택'되거나 '엄선'되었다는 '의미'의 '형용사'입니다.\r\n Only a select number of applicants will be invited for an interview.
serve,He served as a manager for 10 years.,ˈsərv,serve,자동/타동 모두. as/for 구조 자주.,"serve'는 (하인으로) '일하다'는 뜻 외에, (고객에게) '(음식'이나 '서비스' '등을) '제공한다'는 '의미'로 '자주' '쓰'입니다.\r\n This restaurant is known for serving authentic Italian cuisine."
set up,They set up a new branch in Seoul.,ˈset-ˌəp,set-up,타동사. 수동 가능.,"set up'은 (육체적 자세)라는 뜻도 있으나, (회사' '등을) '설립'하거나 (회의' '등을) '마련'하고 (장비' '등을) '설치'한다는 '의미'의 '구동사'로 '훨씬' '자주' '쓰'입니다.\r\n The company plans to set up a new branch office in Asia."
soak,Soak the beans overnight. / The ground soaked quickly.,ˈsōk,soak,타/자동 모두.,soak'는 (액체' '속'에) '담가' '두거나' (액체'에) '흠뻑' '젖게' '된다'는 '의미'의 '동사'입니다. (토익 빈출 단어는 아님)\r\n (The box was left in the rain and the labels soaked off.)
solicit,The group solicited donations.,sə-ˈli-sət,so-lic-it,타동사. 수동형 가능.,"solicit'는 (누군가에게) (정보,' '의견,' '기부,' '투자' '등'을) '공식적'이고 '적극적'으로 '요청'하거나 '구한다'는 '의미'의 '동사'입니다.\r\n The charity is soliciting donations for the new community center."
specialize,The company specializes in robotics.,ˈspe-shə-ˌlīz,spe-cial-ize,자동사 + in. 수동 불가.,specialize'는 (자신'의 '노력'을) '특별'한 '활동'이나 '분야' '또는' '업무'에 '집중'한다는 '의미'의 '동사'입니다. (주로 'specialize in' 형태로 쓰임)\r\n Our firm specializes in corporate law and intellectual property.
specify,Please specify your requirements.,ˈspe-sə-ˌfī,spec-i-fy,타동사. 수동 가능.,specify'는 (어떤' '것'을) '명확'하고 '구체적'으로 '말'하거나 '기록'한다는 '의미'의 '동사'입니다.\r\n The purchase order must specify the quantity and description of each item.
