word,meaning,pronunciation,syllables,partOfSpeech,example
refrain,Please refrain from smoking.,ri-ˈfrān,re-frain,자동사 + from + 동명사.,refrain'은 (주로' 'refrain' 'from' '형태'로) (어떤' '행동'을) '하고' '싶'은 '것'을 '억누르고' '하지' '않는다(삼가다)'는 '의미'의 '동사'입니다.\r\n Please refrain from using mobile phones during the presentation.
refund,The store refunded the money to him.,ri-ˈfənd,re-fund,4형식 가능. 수동형 빈출.,refund'는 (동사) (지불'한 '돈'을) '다시' '돌려준다'는 '의미' '혹은' (명사) '그렇게' '돌려받는' '돈(환불금)'을 '의미'합니다.\r\n If you are not satisfied you can return the item for a full refund.
regard,She is regarded as a pioneer.,ri-ˈgärd,re-gard,5형식(as 보어형). 수동형 자주.,"regard'는 (명사) '관심'이라는 '뜻'도 '있'지만, (동사, 'regard' 'A' 'as' 'B' '형태'로) (A'를 'B'로) '생각'하거나 '간주한다'는 '의미'로 '자주' '쓰'입니다.\r\n We regard customer safety as our top priority."
regret,I regret saying that. / We regret to inform you.,ri-ˈgret,re-gret,-ing(과거) / to부정사(미래) 구분 중요.,"regret'은 (과거'의 '일'을) '후회하다'는 '뜻' '외'에, (나쁜' '소식'을 '전하게' '되어) '유감'스럽게 '생각한다'는 '의미'로 '자주' '쓰'입니다.\r\n We regret to inform you that the position has been filled."
regulate,The law regulates trade.,ˈre-gyə-ˌlāt,reg-u-late,타동사. 수동 가능.,regulate'는 (규칙'이나 '법률'에 '따라) (어떤' '산업'이나 '활동'을) '관리'하고 '통제한다(규제하다)'는 '의미'의 '동사'입니다.\r\n The government closely regulates the pharmaceutical industry.
reimburse,The company reimbursed him for expenses.,ˌrē-əm-ˈbərs,re-im-burse,for + 비용 구조. 수동형 자주.,reimburse'는 (주로' '업무' '상' '지출'한 '비용'을) (나중'에 '회사' '등'이) '다시' '갚아준다(변제하다)'는 '의미'의 '동사'입니다.\r\n The company will reimburse you for all travel-related expenses.
reject,They rejected the proposal.,ri-ˈjekt,re-ject,타동사. 수동형 빈출.,"reject'는 (제안,' '지원,' '의견' '등'을) '받아들이'는 '것'을 '거부'하거나 '거절한다'는 '의미'의 '동사'입니다.\r\n The proposal was rejected because the costs were too high."
relate,The story relates to our topic.,ri-ˈlāt,re-late,자동/타동 모두. to + 대상.,"relate'는 (이야기'를 '들려주다)라는 '뜻'도 '있'지만, (주로' 'be' 'related' 'to' '형태'로) (두' '가지' '이상'의 '것'이) '서로' '연관'이 '있음'을 '나타내는' '동사'입니다.\r\n This issue is directly related to our new shipping policy."
relocate,The company relocated to Busan. / They relocated the office.,(ˌ)rē-ˈlō-ˌkāt,re-lo-cate,자동/타동 모두 가능.,"relocate'는 (회사,' '사무실,' '공장' '등'이) '새로운' '장소'로 '옮기'거나 '이전한다'는 '의미'의 '동사'입니다.\r\n Our company headquarters will relocate to Singapore next year."
remove,Please remove the sticker from the package.,ri-ˈmüv,re-move,타동사. from + 위치.,remove'는 (어떤' '것'을) '원래' '있던' '장소'에서 '다른' '곳'으로 '옮기'거나 '없앤다(제거하다)'는 '의미'의 '동사'입니다.\r\n Please remove all personal items from the lockers by Friday.
renew,You need to renew your license.,ri-ˈnü,re-new,타동사. 수동 가능.,"renew'는 (계약,' '구독,' '면허' '등'의) '유효' '기간'을 '연장'하여 '새롭게' '한다(갱신하다)'는 '의미'의 '동사'입니다.\r\n You must renew your subscription if you wish to continue the service."
