word,meaning,pronunciation,syllables,partOfSpeech,example
precede,Brief editorial preface (usually to an article or essay),/pɹiːˈsiːd/,pr-ec-ed-e,noun,Cultural genocide precedes physical genocide.
prediction,A statement of what will happen in the future.,/pɹɪˈdɪkʃn/,pr-ed-ict-ion,noun,
preliminary,A preparation for a main matter; an introduction.,/pɹɪˈlɪmɪnəɹi/,pr-el-im-in-ar-y,noun,These are just the preliminary results.
premium,A prize or award.,/ˈpɹimiəm/,pr-em-ium,noun,
prescribe,To order (a drug or medical device) for use by a particular patient (under licensed authority).,/pɹɪˈskɹaɪb/,pr-escr-ib-e,verb,The doctor prescribed aspirin.
prescription,"The act of prescribing a rule, law, etc..",/pɝˈskɹɪpʃən/,pr-escr-ipt-ion,noun,"""Jurisdiction to prescribe"" is a state's authority to make its laws applicable to certain persons or activities. -- Richard G. Alexander, Iran and Libya Sanctions Act of 1996: Congress exceeds its jurisdiction to prescribe law. Washington and Lee Law Review, 1997."
presenter,Someone who presents a broadcast programme; a compere or master of ceremonies.,/pɹɪˈzɛntə(ɹ)/,pr-es-ent-er,noun,
prestigious,Of high prestige.,/pɹə-/,pr-est-ig-ious,adjective,She has a prestigious job with an international organization.
preview,An experience of something in advance.,/ˈpɹiːvjʉː/,pr-ev-iew,noun,
probable,Something that is likely.,/ˈpɹɒbəbl̩/,pr-ob-abl-e,noun,It's probable that it will rain tomorrow.
productive,"Capable of producing something, especially in abundance; fertile.",/pɹəˈdʌktɪv/,pr-od-uct-iv-e,adjective,a productive set
productivity,"The state of being productive, fertile or efficient",/ˌpɹɒdʌkˈtɪvəti/,pr-od-uct-iv-it-y,noun,You can see the computer age everywhere but in the productivity statistics.
professionally,As a professional; for one's paid career.,,pr-of-ess-ion-all-y,adverb,Steve Davis plays snooker professionally.
proficiency,"Ability, skill, competence.",/pɹəˈfɪʃənsi/,pr-of-ic-ienc-y,noun,a test of proficiency in English
profitable,Producing a profit.,/ˈpɹɒfɪtəbl̩/,pr-of-it-abl-e,adjective,
programmer,One who writes computer programs; a software developer.,/ˈpɹəʊɡɹæmə/,pr-ogr-amm-er,noun,
prohibit,"To forbid, disallow, or proscribe officially; to make illegal or illicit.",/pɹəʊˈhɪbɪt/,pr-oh-ib-it,verb,The restaurant prohibits smoking on the patio.
projection,"Something which projects, protrudes, juts out, sticks out, or stands out.",/pɹəˈdʒɛkʃən/,pr-oj-ect-ion,noun,The face of the cliff had many projections that were big enough for birds to nest on.
projector,Someone who devises or suggests a project; a proposer or planner of something.,,pr-oj-ect-or,noun,
prominent,"Standing out, or projecting; jutting; protuberant",/ˈpɹɒmɪnənt/,pr-om-in-ent,adjective,
promotional,An advertising promotion,/pɹəˈməʊʃənəl/,pr-om-ot-ion-al,noun,Collect five promotional vouchers to claim your prize.
promptly,In prompt manner; both soon and quickly.,/ˈpɹɒmptli/,pr-omptl-y,adverb,
proofread,To check a written text for errors in spelling and grammar.,/ˈpɹuːfɹiːd/,pr-oofr-ead,verb,
prospective,"The scene before or around, in time or in space; view; prospect.",/pɹəˈspɛktɪv/,pr-osp-ect-iv-e,noun,I'm meeting the prospectives at 3.
protective,Something that protects.,/pɹoʊtɛktɪv/,pr-ot-ect-iv-e,noun,Mother bears are famously protective of their cubs.
provider,"One who, or that which, provides a service, commodity, or the means for subsistence.",,pr-ov-id-er,noun,
publicity,Advertising or other activity designed to rouse public interest in something.,,p-ubl-ic-it-y,noun,
publicize,To make widely known to the public.,/ˈpʌblɪˌsaɪz/,p-ubl-ic-iz-e,verb,The scandal was so publicised that he lost the next election.
publish,"To issue (something, such as printed work) for distribution and/or sale.",/ˈpʌblɪʃ/,p-ubl-ish,verb,Most of the sketches Faulkner published in 1925 appeared in the Sunday magazine section of the New Orleans Times-Picayune.
punctual,Prompt; on time.,/ˈpʌŋktjʊəl/,p-unct-ual,adjective,
